"season_type","season","week","game_date","matchup","home_team","away_team","away_score","home_score","total","total_line","spread","spread_line","div_game","roof","surface"
"REG",2018,8,"2018-10-28","PITCLE","PIT","CLE",18,33,51,47.5,15,8.5,1,"outdoors","grass"
"REG",2018,8,"2018-10-28","KCDEN","KC","DEN",23,30,53,53,7,8.5,1,"outdoors","grass"
"REG",2018,8,"2018-10-28","LAGB","LA","GB",27,29,56,57,2,7.5,0,"outdoors","grass"
"REG",2018,8,"2018-10-28","LVIND","LV","IND",42,28,70,51,-14,-3.5,0,"outdoors","grass"
"REG",2018,8,"2018-10-25","HOUMIA","HOU","MIA",23,42,65,45,19,7.5,0,"closed","astroturf"
"REG",2018,8,"2018-10-29","BUFNE","BUF","NE",25,6,31,44,-19,-13.5,1,"outdoors","a_turf"
"REG",2018,8,"2018-10-28","MINNO","MIN","NO",30,20,50,53.5,-10,-2.5,0,"dome","sportturf"
"REG",2018,8,"2018-10-28","CHINYJ","CHI","NYJ",10,24,34,42.5,14,8.5,0,"outdoors","grass"
"REG",2018,8,"2018-10-28","JAXPHI","JAX","PHI",24,18,42,44.5,-6,-4,0,"outdoors","grass"
"REG",2018,8,"2018-10-28","DETSEA","DET","SEA",28,14,42,47.5,-14,3,0,"dome","fieldturf"
"REG",2018,8,"2018-10-28","ARISF","ARI","SF",15,18,33,40,3,-2.5,1,"closed","grass"
"REG",2018,8,"2018-10-28","CINTB","CIN","TB",34,37,71,55,3,3.5,0,"outdoors","fieldturf"
"REG",2018,8,"2018-10-28","NYGWAS","NYG","WAS",20,13,33,43,-7,-1,1,"outdoors","fieldturf"
"REG",2018,9,"2018-11-04","WASATL","WAS","ATL",38,14,52,46.5,-24,1.5,0,"outdoors","grass"
"REG",2018,9,"2018-11-04","BUFCHI","BUF","CHI",41,9,50,38,-32,-10.5,0,"outdoors","a_turf"
"REG",2018,9,"2018-11-04","MINDET","MIN","DET",9,24,33,47,15,4.5,1,"dome","sportturf"
"REG",2018,9,"2018-11-04","NEGB","NE","GB",17,31,48,56,14,5,0,"outdoors","fieldturf"
"REG",2018,9,"2018-11-04","DENHOU","DEN","HOU",19,17,36,46.5,-2,1,0,"outdoors","grass"
"REG",2018,9,"2018-11-04","CLEKC","CLE","KC",37,21,58,51,-16,-7.5,0,"outdoors","grass"
"REG",2018,9,"2018-11-04","NOLA","NO","LA",35,45,80,57.5,10,-2.5,0,"dome","sportturf"
"REG",2018,9,"2018-11-04","SEALAC","SEA","LAC",25,17,42,48.5,-8,1,0,"outdoors","fieldturf"
"REG",2018,9,"2018-11-04","MIANYJ","MIA","NYJ",6,13,19,43.5,7,3,1,"outdoors","grass"
"REG",2018,9,"2018-11-01","SFLV","SF","LV",3,34,37,44,31,-1.5,0,"outdoors","grass"
"REG",2018,9,"2018-11-04","BALPIT","BAL","PIT",23,16,39,47,-7,1.5,1,"outdoors","grass"
"REG",2018,9,"2018-11-04","CARTB","CAR","TB",28,42,70,55.5,14,6,1,"outdoors","grass"
"REG",2018,9,"2018-11-05","DALTEN","DAL","TEN",28,14,42,40,-14,4.5,0,"closed","matrixturf"
"REG",2018,10,"2018-11-11","KCARI","KC","ARI",14,26,40,49.5,12,16.5,0,"outdoors","grass"
"REG",2018,10,"2018-11-11","CLEATL","CLE","ATL",16,28,44,49.5,12,-5.5,0,"outdoors","grass"
"REG",2018,10,"2018-11-11","NYJBUF","NYJ","BUF",41,10,51,38,-31,6.5,1,"outdoors","fieldturf"
"REG",2018,10,"2018-11-08","PITCAR","PIT","CAR",21,52,73,51,31,3.5,0,"outdoors","grass"
"REG",2018,10,"2018-11-11","PHIDAL","PHI","DAL",27,20,47,45.5,-7,7.5,1,"outdoors","grass"
"REG",2018,10,"2018-11-11","CHIDET","CHI","DET",22,34,56,44.5,12,7.5,1,"outdoors","grass"
"REG",2018,10,"2018-11-11","INDJAX","IND","JAX",26,29,55,48,3,3,1,"closed","fieldturf"
"REG",2018,10,"2018-11-11","LVLAC","LV","LAC",20,6,26,50,-14,-10.5,1,"outdoors","grass"
"REG",2018,10,"2018-11-11","GBMIA","GB","MIA",12,31,43,48.5,19,13,0,"outdoors","grass"
"REG",2018,10,"2018-11-11","TENNE","TEN","NE",10,34,44,47,24,-6,0,"outdoors","grass"
"REG",2018,10,"2018-11-11","CINNO","CIN","NO",51,14,65,53,-37,-5.5,0,"outdoors","fieldturf"
"REG",2018,10,"2018-11-12","SFNYG","SF","NYG",27,23,50,45,-4,3,0,"outdoors","grass"
"REG",2018,10,"2018-11-11","LASEA","LA","SEA",31,36,67,51,5,10,1,"outdoors","grass"
"REG",2018,10,"2018-11-11","TBWAS","TB","WAS",16,3,19,51,-13,3.5,0,"outdoors","grass"
"REG",2018,11,"2018-11-18","DETCAR","DET","CAR",19,20,39,48,1,-4,0,"dome","fieldturf"
"REG",2018,11,"2018-11-18","BALCIN","BAL","CIN",21,24,45,44,3,6.5,1,"outdoors","grass"
"REG",2018,11,"2018-11-18","ATLDAL","ATL","DAL",22,19,41,50,-3,3.5,0,"open","fieldturf"
"REG",2018,11,"2018-11-18","LACDEN","LAC","DEN",23,22,45,47,-1,7.5,1,"outdoors","grass"
"REG",2018,11,"2018-11-15","SEAGB","SEA","GB",24,27,51,49,3,3,0,"outdoors","fieldturf"
"REG",2018,11,"2018-11-18","WASHOU","WAS","HOU",23,21,44,40.5,-2,-3,0,"outdoors","grass"
"REG",2018,11,"2018-11-19","LAKC","LA","KC",51,54,105,63.5,3,3,0,"outdoors","grass"
"REG",2018,11,"2018-11-18","CHIMIN","CHI","MIN",20,25,45,44,5,2.5,1,"outdoors","grass"
"REG",2018,11,"2018-11-18","ARILV","ARI","LV",23,21,44,41,-2,4.5,0,"closed","grass"
"REG",2018,11,"2018-11-18","NOPHI","NO","PHI",7,48,55,56.5,41,7,0,"dome","sportturf"
"REG",2018,11,"2018-11-18","JAXPIT","JAX","PIT",20,16,36,47,-4,-4,0,"outdoors","grass"
"REG",2018,11,"2018-11-18","NYGTB","NYG","TB",35,38,73,54.5,3,3,0,"outdoors","fieldturf"
"REG",2018,11,"2018-11-18","INDTEN","IND","TEN",10,38,48,50,28,2,1,"closed","fieldturf"
"REG",2018,12,"2018-11-25","LACARI","LAC","ARI",10,45,55,43.5,35,14,0,"outdoors","grass"
"REG",2018,12,"2018-11-22","NOATL","NO","ATL",17,31,48,61,14,11.5,1,"dome","sportturf"
"REG",2018,12,"2018-11-22","DETCHI","DET","CHI",23,16,39,43,-7,-3,1,"dome","fieldturf"
"REG",2018,12,"2018-11-25","CINCLE","CIN","CLE",35,20,55,46.5,-15,-1,1,"outdoors","fieldturf"
"REG",2018,12,"2018-11-25","MINGB","MIN","GB",17,24,41,48.5,7,4,1,"dome","sportturf"
"REG",2018,12,"2018-11-25","BUFJAX","BUF","JAX",21,24,45,36.5,3,-3,0,"outdoors","a_turf"
"REG",2018,12,"2018-11-25","INDMIA","IND","MIA",24,27,51,52.5,3,9,0,"closed","fieldturf"
"REG",2018,12,"2018-11-25","NYJNE","NYJ","NE",27,13,40,46.5,-14,-13,1,"outdoors","fieldturf"
"REG",2018,12,"2018-11-25","PHINYG","PHI","NYG",22,25,47,49,3,4.5,1,"outdoors","grass"
"REG",2018,12,"2018-11-25","BALLV","BAL","LV",17,34,51,42,17,13,0,"outdoors","grass"
"REG",2018,12,"2018-11-25","DENPIT","DEN","PIT",17,24,41,47.5,7,-3,0,"outdoors","grass"
"REG",2018,12,"2018-11-25","CARSEA","CAR","SEA",30,27,57,46.5,-3,3,0,"outdoors","grass"
"REG",2018,12,"2018-11-25","TBSF","TB","SF",9,27,36,54.5,18,1.5,0,"outdoors","grass"
"REG",2018,12,"2018-11-26","HOUTEN","HOU","TEN",17,34,51,42.5,17,3.5,1,"closed","astroturf"
"REG",2018,12,"2018-11-22","DALWAS","DAL","WAS",23,31,54,40,8,7,1,"closed","matrixturf"
"REG",2018,13,"2018-12-02","GBARI","GB","ARI",20,17,37,41,-3,13.5,0,"outdoors","grass"
"REG",2018,13,"2018-12-02","ATLBAL","ATL","BAL",26,16,42,46.5,-10,2.5,0,"open","fieldturf"
"REG",2018,13,"2018-12-02","MIABUF","MIA","BUF",17,21,38,40,4,3.5,1,"outdoors","grass"
"REG",2018,13,"2018-12-02","TBCAR","TB","CAR",17,24,41,52,7,-3.5,1,"outdoors","grass"
"REG",2018,13,"2018-12-02","NYGCHI","NYG","CHI",27,30,57,44,3,-3.5,0,"outdoors","fieldturf"
"REG",2018,13,"2018-12-02","HOUCLE","HOU","CLE",13,29,42,47.5,16,5,0,"closed","astroturf"
"REG",2018,13,"2018-12-02","CINDEN","CIN","DEN",24,10,34,45,-14,-3.5,0,"outdoors","fieldturf"
"REG",2018,13,"2018-12-02","JAXIND","JAX","IND",0,6,6,45.5,6,-4,1,"outdoors","grass"
"REG",2018,13,"2018-12-02","LVKC","LV","KC",40,33,73,53.5,-7,-14,1,"outdoors","grass"
"REG",2018,13,"2018-12-02","DETLA","DET","LA",30,16,46,54,-14,-10.5,0,"dome","fieldturf"
"REG",2018,13,"2018-12-02","PITLAC","PIT","LAC",33,30,63,53.5,-3,3.5,0,"outdoors","grass"
"REG",2018,13,"2018-12-02","NEMIN","NE","MIN",10,24,34,50,14,6,0,"outdoors","fieldturf"
"REG",2018,13,"2018-11-29","DALNO","DAL","NO",10,13,23,51.5,3,-7,0,"closed","matrixturf"
"REG",2018,13,"2018-12-02","TENNYJ","TEN","NYJ",22,26,48,40.5,4,10.5,0,"outdoors","grass"
"REG",2018,13,"2018-12-02","SEASF","SEA","SF",16,43,59,45.5,27,10,1,"outdoors","fieldturf"
"REG",2018,13,"2018-12-03","PHIWAS","PHI","WAS",13,28,41,45,15,5.5,1,"outdoors","grass"
"REG",2018,14,"2018-12-09","GBATL","GB","ATL",20,34,54,51,14,4,0,"outdoors","grass"
"REG",2018,14,"2018-12-09","KCBAL","KC","BAL",24,27,51,49,3,6.5,0,"outdoors","grass"
"REG",2018,14,"2018-12-09","CLECAR","CLE","CAR",20,26,46,48,6,-1,0,"outdoors","grass"
"REG",2018,14,"2018-12-09","LACCIN","LAC","CIN",21,26,47,48.5,5,17,0,"outdoors","grass"
"REG",2018,14,"2018-12-09","SFDEN","SF","DEN",14,20,34,45.5,6,-3,0,"outdoors","grass"
"REG",2018,14,"2018-12-09","ARIDET","ARI","DET",17,3,20,40,-14,-2.5,0,"closed","grass"
"REG",2018,14,"2018-12-09","HOUIND","HOU","IND",24,21,45,49.5,-3,4,1,"closed","astroturf"
"REG",2018,14,"2018-12-06","TENJAX","TEN","JAX",9,30,39,36.5,21,5.5,1,"outdoors","grass"
"REG",2018,14,"2018-12-09","CHILA","CHI","LA",6,15,21,50.5,9,-3,0,"outdoors","grass"
"REG",2018,14,"2018-12-10","SEAMIN","SEA","MIN",7,21,28,45.5,14,3,0,"outdoors","fieldturf"
"REG",2018,14,"2018-12-09","MIANE","MIA","NE",33,34,67,49.5,1,-8.5,1,"outdoors","grass"
"REG",2018,14,"2018-12-09","TBNO","TB","NO",28,14,42,55,-14,-8.5,1,"outdoors","grass"
"REG",2018,14,"2018-12-09","WASNYG","WAS","NYG",40,16,56,40.5,-24,-3,1,"outdoors","grass"
"REG",2018,14,"2018-12-09","BUFNYJ","BUF","NYJ",27,23,50,37,-4,4.5,1,"outdoors","a_turf"
"REG",2018,14,"2018-12-09","DALPHI","DAL","PHI",23,29,52,46,6,3.5,1,"closed","matrixturf"
"REG",2018,14,"2018-12-09","LVPIT","LV","PIT",21,24,45,51,3,-10.5,0,"outdoors","grass"
"REG",2018,15,"2018-12-16","ATLARI","ATL","ARI",14,40,54,43.5,26,10,0,"closed","fieldturf"
"REG",2018,15,"2018-12-15","DENCLE","DEN","CLE",17,16,33,47,-1,1,0,"outdoors","grass"
"REG",2018,15,"2018-12-16","INDDAL","IND","DAL",0,23,23,47,23,3,0,"closed","fieldturf"
"REG",2018,15,"2018-12-16","BUFDET","BUF","DET",13,14,27,40,1,2.5,0,"outdoors","a_turf"
"REG",2018,15,"2018-12-16","CHIGB","CHI","GB",17,24,41,46.5,7,6,1,"outdoors","grass"
"REG",2018,15,"2018-12-15","NYJHOU","NYJ","HOU",29,22,51,44,-7,-7,0,"outdoors","fieldturf"
"REG",2018,15,"2018-12-13","KCLAC","KC","LAC",29,28,57,54,-1,3.5,1,"outdoors","grass"
"REG",2018,15,"2018-12-16","MINMIA","MIN","MIA",17,41,58,45,24,7.5,0,"dome","sportturf"
"REG",2018,15,"2018-12-16","PITNE","PIT","NE",10,17,27,55,7,-2.5,0,"outdoors","grass"
"REG",2018,15,"2018-12-17","CARNO","CAR","NO",12,9,21,50.5,-3,-6,1,"outdoors","grass"
"REG",2018,15,"2018-12-16","CINLV","CIN","LV",16,30,46,46,14,3,0,"outdoors","fieldturf"
"REG",2018,15,"2018-12-16","LAPHI","LA","PHI",30,23,53,52.5,-7,13.5,0,"outdoors","grass"
"REG",2018,15,"2018-12-16","SFSEA","SF","SEA",23,26,49,44,3,-3.5,1,"outdoors","grass"
"REG",2018,15,"2018-12-16","BALTB","BAL","TB",12,20,32,44.5,8,8.5,0,"outdoors","grass"
"REG",2018,15,"2018-12-16","NYGTEN","NYG","TEN",17,0,17,42,-17,-2.5,0,"outdoors","fieldturf"
"REG",2018,15,"2018-12-16","JAXWAS","JAX","WAS",16,13,29,36,-3,7.5,0,"outdoors","grass"
"REG",2018,16,"2018-12-23","CARATL","CAR","ATL",24,10,34,46.5,-14,-2.5,1,"outdoors","grass"
"REG",2018,16,"2018-12-22","LACBAL","LAC","BAL",22,10,32,42.5,-12,4,0,"outdoors","grass"
"REG",2018,16,"2018-12-23","NEBUF","NE","BUF",12,24,36,46,12,14,1,"outdoors","fieldturf"
"REG",2018,16,"2018-12-23","SFCHI","SF","CHI",14,9,23,44,-5,-3.5,0,"outdoors","grass"
"REG",2018,16,"2018-12-23","CLECIN","CLE","CIN",18,26,44,44,8,10,1,"outdoors","grass"
"REG",2018,16,"2018-12-24","LVDEN","LV","DEN",14,27,41,42.5,13,-2.5,1,"outdoors","grass"
"REG",2018,16,"2018-12-23","NYJGB","NYJ","GB",44,38,82,47.5,-6,-3,0,"outdoors","fieldturf"
"REG",2018,16,"2018-12-23","PHIHOU","PHI","HOU",30,32,62,47,2,1,0,"outdoors","grass"
"REG",2018,16,"2018-12-23","MIAJAX","MIA","JAX",17,7,24,39.5,-10,3,0,"outdoors","grass"
"REG",2018,16,"2018-12-23","SEAKC","SEA","KC",31,38,69,54,7,-1,0,"outdoors","fieldturf"
"REG",2018,16,"2018-12-23","ARILA","ARI","LA",31,9,40,43,-22,-14.5,1,"closed","grass"
"REG",2018,16,"2018-12-23","DETMIN","DET","MIN",27,9,36,41.5,-18,-6.5,1,"dome","fieldturf"
"REG",2018,16,"2018-12-23","INDNYG","IND","NYG",27,28,55,48.5,1,10,0,"closed","fieldturf"
"REG",2018,16,"2018-12-23","NOPIT","NO","PIT",28,31,59,53,3,6.5,0,"dome","sportturf"
"REG",2018,16,"2018-12-23","DALTB","DAL","TB",20,27,47,48,7,7,0,"closed","matrixturf"
"REG",2018,16,"2018-12-22","TENWAS","TEN","WAS",16,25,41,38,9,12.5,0,"outdoors","grass"
"REG",2018,17,"2018-12-30","SEAARI","SEA","ARI",24,27,51,39.5,3,15.5,1,"outdoors","fieldturf"
"REG",2018,17,"2018-12-30","TBATL","TB","ATL",34,32,66,52,-2,-2.5,1,"outdoors","grass"
"REG",2018,17,"2018-12-30","NOCAR","NO","CAR",33,14,47,42,-19,8,1,"dome","sportturf"
"REG",2018,17,"2018-12-30","MINCHI","MIN","CHI",24,10,34,39.5,-14,6,1,"dome","sportturf"
"REG",2018,17,"2018-12-30","PITCIN","PIT","CIN",13,16,29,45.5,3,14,1,"outdoors","grass"
"REG",2018,17,"2018-12-30","BALCLE","BAL","CLE",24,26,50,41,2,7,1,"outdoors","grass"
"REG",2018,17,"2018-12-30","NYGDAL","NYG","DAL",36,35,71,38.5,-1,7.5,1,"outdoors","fieldturf"
"REG",2018,17,"2018-12-30","GBDET","GB","DET",31,0,31,44.5,-31,7.5,1,"outdoors","grass"
"REG",2018,17,"2018-12-30","TENIND","TEN","IND",33,17,50,42.5,-16,-5,1,"outdoors","grass"
"REG",2018,17,"2018-12-30","HOUJAX","HOU","JAX",3,20,23,39.5,17,7,1,"closed","astroturf"
"REG",2018,17,"2018-12-30","DENLAC","DEN","LAC",23,9,32,43.5,-14,-7,1,"outdoors","grass"
"REG",2018,17,"2018-12-30","BUFMIA","BUF","MIA",17,42,59,39.5,25,5.5,1,"outdoors","a_turf"
"REG",2018,17,"2018-12-30","NENYJ","NE","NYJ",3,38,41,47,35,14,1,"outdoors","fieldturf"
"REG",2018,17,"2018-12-30","KCLV","KC","LV",3,35,38,54,32,14.5,1,"outdoors","grass"
"REG",2018,17,"2018-12-30","WASPHI","WAS","PHI",24,0,24,43,-24,-6,1,"outdoors","grass"
"REG",2018,17,"2018-12-30","LASF","LA","SF",32,48,80,50.5,16,10.5,1,"outdoors","grass"
"POST",2018,18,"2019-01-05","HOUIND","HOU","IND",21,7,28,48.5,-14,2,1,"closed","astroturf"
"POST",2018,18,"2019-01-06","BALLAC","BAL","LAC",23,17,40,43,-6,3,0,"outdoors","grass"
"POST",2018,18,"2019-01-06","CHIPHI","CHI","PHI",16,15,31,42.5,-1,6.5,0,"outdoors","grass"
"POST",2018,18,"2019-01-05","DALSEA","DAL","SEA",22,24,46,43,2,2.5,0,"closed","matrixturf"
"POST",2018,19,"2019-01-12","LADAL","LA","DAL",22,30,52,48,8,7.5,0,"outdoors","grass"
"POST",2018,19,"2019-01-12","KCIND","KC","IND",13,31,44,54.5,18,4,0,"outdoors","grass"
"POST",2018,19,"2019-01-13","NELAC","NE","LAC",28,41,69,47.5,13,4,0,"outdoors","fieldturf"
"POST",2018,19,"2019-01-13","NOPHI","NO","PHI",14,20,34,52,6,8.5,0,"dome","sportturf"
"POST",2018,20,"2019-01-20","NOLA","NO","LA",26,23,49,55,-3,3,0,"dome","sportturf"
"POST",2018,20,"2019-01-20","KCNE","KC","NE",37,31,68,56.5,-6,3,0,"outdoors","grass"
"POST",2018,21,"2019-02-03","LANE","LA","NE",13,3,16,55.5,-10,-2,0,"closed","fieldturf"
"REG",2019,1,"2019-09-08","MINATL","MIN","ATL",12,28,40,47,16,3.5,0,"dome","sportturf"
"REG",2019,1,"2019-09-08","MIABAL","MIA","BAL",59,10,69,41,-49,-7,0,"outdoors","grass"
"REG",2019,1,"2019-09-08","NYJBUF","NYJ","BUF",17,16,33,41,-1,2.5,1,"outdoors","fieldturf"
"REG",2019,1,"2019-09-08","SEACIN","SEA","CIN",20,21,41,44,1,9.5,0,"outdoors","fieldturf"
"REG",2019,1,"2019-09-09","LVDEN","LV","DEN",16,24,40,42.5,8,-3,1,"outdoors","grass"
"REG",2019,1,"2019-09-08","ARIDET","ARI","DET",27,27,54,45.5,0,-2.5,0,"closed","grass"
"REG",2019,1,"2019-09-05","CHIGB","CHI","GB",10,3,13,47,-7,3.5,1,"outdoors","grass"
"REG",2019,1,"2019-09-09","NOHOU","NO","HOU",28,30,58,52,2,6.5,0,"dome","astroturf"
"REG",2019,1,"2019-09-08","LACIND","LAC","IND",24,30,54,44.5,6,6,0,"outdoors","grass"
"REG",2019,1,"2019-09-08","JAXKC","JAX","KC",40,26,66,49,-14,-3.5,0,"outdoors","grass"
"REG",2019,1,"2019-09-08","CARLA","CAR","LA",30,27,57,49.5,-3,-1.5,0,"outdoors","grass"
"REG",2019,1,"2019-09-08","DALNYG","DAL","NYG",17,35,52,44,18,7,1,"closed","fieldturf"
"REG",2019,1,"2019-09-08","NEPIT","NE","PIT",3,33,36,49,30,5.5,0,"outdoors","grass"
"REG",2019,1,"2019-09-08","TBSF","TB","SF",31,17,48,51,-14,1,0,"outdoors","grass"
"REG",2019,1,"2019-09-08","CLETEN","CLE","TEN",43,13,56,44,-30,5.5,0,"outdoors","grass"
"REG",2019,1,"2019-09-08","PHIWAS","PHI","WAS",27,32,59,44,5,10.5,1,"outdoors","grass"
"REG",2019,2,"2019-09-15","BALARI","BAL","ARI",17,23,40,46,6,13,0,"outdoors","grass"
"REG",2019,2,"2019-09-15","NYGBUF","NYG","BUF",28,14,42,44.5,-14,-1,0,"outdoors","fieldturf"
"REG",2019,2,"2019-09-15","DENCHI","DEN","CHI",16,14,30,41,-2,-3,0,"outdoors","grass"
"REG",2019,2,"2019-09-16","NYJCLE","NYJ","CLE",23,3,26,45.5,-20,-6.5,0,"outdoors","fieldturf"
"REG",2019,2,"2019-09-15","WASDAL","WAS","DAL",31,21,52,46.5,-10,-6,1,"outdoors","grass"
"REG",2019,2,"2019-09-15","TENIND","TEN","IND",19,17,36,43.5,-2,3,1,"outdoors","grass"
"REG",2019,2,"2019-09-15","HOUJAX","HOU","JAX",12,13,25,43,1,7.5,1,"closed","grass"
"REG",2019,2,"2019-09-15","LVKC","LV","KC",28,10,38,53.5,-18,-7,1,"outdoors","grass"
"REG",2019,2,"2019-09-15","DETLAC","DET","LAC",10,13,23,47,3,-1,0,"dome","fieldturf"
"REG",2019,2,"2019-09-15","GBMIN","GB","MIN",16,21,37,43,5,3,1,"outdoors","grass"
"REG",2019,2,"2019-09-15","MIANE","MIA","NE",43,0,43,48.5,-43,-18,1,"outdoors","grass"
"REG",2019,2,"2019-09-15","LANO","LA","NO",9,27,36,52.5,18,2,0,"outdoors","grass"
"REG",2019,2,"2019-09-15","ATLPHI","ATL","PHI",20,24,44,53,4,-1,0,"open","fieldturf"
"REG",2019,2,"2019-09-15","PITSEA","PIT","SEA",28,26,54,47,-2,4,0,"outdoors","grass"
"REG",2019,2,"2019-09-15","CINSF","CIN","SF",41,17,58,46,-24,1,0,"outdoors","grass"
"REG",2019,2,"2019-09-12","CARTB","CAR","TB",20,14,34,48,-6,6.5,1,"outdoors","grass"
"REG",2019,3,"2019-09-22","INDATL","IND","ATL",24,27,51,48,3,1,0,"closed","fieldturf"
"REG",2019,3,"2019-09-22","KCBAL","KC","BAL",28,33,61,52,5,4.5,0,"outdoors","astroturf"
"REG",2019,3,"2019-09-22","ARICAR","ARI","CAR",38,20,58,46,-18,2.5,0,"closed","grass"
"REG",2019,3,"2019-09-23","WASCHI","WAS","CHI",31,15,46,41,-16,-5,0,"outdoors","grass"
"REG",2019,3,"2019-09-22","BUFCIN","BUF","CIN",17,21,38,43.5,4,5.5,0,"outdoors","astroturf"
"REG",2019,3,"2019-09-22","GBDEN","GB","DEN",16,27,43,42,11,7,0,"outdoors","grass"
"REG",2019,3,"2019-09-22","PHIDET","PHI","DET",27,24,51,45,-3,4,0,"outdoors","grass"
"REG",2019,3,"2019-09-22","LACHOU","LAC","HOU",27,20,47,49,-7,3,0,"outdoors","grass"
"REG",2019,3,"2019-09-22","CLELA","CLE","LA",20,13,33,48,-7,-4,0,"outdoors","grass"
"REG",2019,3,"2019-09-22","DALMIA","DAL","MIA",6,31,37,46.5,25,22,0,"closed","fieldturf"
"REG",2019,3,"2019-09-22","SEANO","SEA","NO",33,27,60,44,-6,5,0,"outdoors","fieldturf"
"REG",2019,3,"2019-09-22","TBNYG","TB","NYG",32,31,63,48,-1,5,0,"outdoors","grass"
"REG",2019,3,"2019-09-22","NENYJ","NE","NYJ",14,30,44,43,16,20.5,1,"outdoors","grass"
"REG",2019,3,"2019-09-22","MINLV","MIN","LV",14,34,48,43,20,8.5,0,"dome","sportturf"
"REG",2019,3,"2019-09-22","SFPIT","SF","PIT",20,24,44,44.5,4,6,0,"outdoors","grass"
"REG",2019,3,"2019-09-19","JAXTEN","JAX","TEN",7,20,27,38,13,-1.5,1,"outdoors","grass"
"REG",2019,4,"2019-09-29","HOUCAR","HOU","CAR",16,10,26,47.5,-6,5.5,0,"closed","grass"
"REG",2019,4,"2019-09-30","PITCIN","PIT","CIN",3,27,30,45.5,24,3.5,1,"outdoors","grass"
"REG",2019,4,"2019-09-29","BALCLE","BAL","CLE",40,25,65,47,-15,7.5,1,"outdoors","grass"
"REG",2019,4,"2019-09-29","NODAL","NO","DAL",10,12,22,47,2,-2.5,0,"dome","astroturf"
"REG",2019,4,"2019-09-29","DENJAX","DEN","JAX",26,24,50,37,-2,2.5,0,"outdoors","grass"
"REG",2019,4,"2019-09-29","DETKC","DET","KC",34,30,64,54.5,-4,-7.5,0,"dome","fieldturf"
"REG",2019,4,"2019-09-29","MIALAC","MIA","LAC",30,10,40,43.5,-20,-15,0,"outdoors","grass"
"REG",2019,4,"2019-09-29","CHIMIN","CHI","MIN",6,16,22,38,10,-1,1,"outdoors","grass"
"REG",2019,4,"2019-09-29","BUFNE","BUF","NE",16,10,26,41.5,-6,-7,1,"outdoors","astroturf"
"REG",2019,4,"2019-09-29","INDLV","IND","LV",31,24,55,46,-7,5.5,0,"closed","fieldturf"
"REG",2019,4,"2019-09-26","GBPHI","GB","PHI",34,27,61,46,-7,3.5,0,"outdoors","grass"
"REG",2019,4,"2019-09-29","ARISEA","ARI","SEA",27,10,37,49,-17,-5.5,1,"closed","grass"
"REG",2019,4,"2019-09-29","LATB","LA","TB",55,40,95,48.5,-15,9,0,"outdoors","grass"
"REG",2019,4,"2019-09-29","ATLTEN","ATL","TEN",24,10,34,46,-14,3.5,0,"closed","fieldturf"
"REG",2019,4,"2019-09-29","NYGWAS","NYG","WAS",3,24,27,48,21,3,1,"outdoors","fieldturf"
"REG",2019,5,"2019-10-06","CINARI","CIN","ARI",26,23,49,45,-3,3,0,"outdoors","grass"
"REG",2019,5,"2019-10-06","HOUATL","HOU","ATL",32,53,85,49,21,4,0,"closed","grass"
"REG",2019,5,"2019-10-06","PITBAL","PIT","BAL",26,23,49,44,-3,-3.5,1,"outdoors","grass"
"REG",2019,5,"2019-10-06","TENBUF","TEN","BUF",14,7,21,39.5,-7,3.5,0,"outdoors","grass"
"REG",2019,5,"2019-10-06","LVCHI","LV","CHI",21,24,45,39.5,3,-6.5,0,"outdoors","grass"
"REG",2019,5,"2019-10-07","SFCLE","SF","CLE",3,31,34,47.5,28,5,0,"outdoors","grass"
"REG",2019,5,"2019-10-06","LACDEN","LAC","DEN",20,13,33,46,-7,4,1,"outdoors","grass"
"REG",2019,5,"2019-10-06","DALGB","DAL","GB",34,24,58,46.5,-10,3.5,0,"closed","fieldturf"
"REG",2019,5,"2019-10-06","KCIND","KC","IND",19,13,32,55.5,-6,10.5,0,"outdoors","astroturf"
"REG",2019,5,"2019-10-06","CARJAX","CAR","JAX",27,34,61,41,7,3,0,"outdoors","grass"
"REG",2019,5,"2019-10-03","SEALA","SEA","LA",29,30,59,49,1,1.5,1,"outdoors","fieldturf"
"REG",2019,5,"2019-10-06","NYGMIN","NYG","MIN",28,10,38,44,-18,-5.5,0,"outdoors","fieldturf"
"REG",2019,5,"2019-10-06","WASNE","WAS","NE",33,7,40,42,-26,-15.5,0,"outdoors","grass"
"REG",2019,5,"2019-10-06","PHINYJ","PHI","NYJ",6,31,37,43,25,14,0,"outdoors","grass"
"REG",2019,5,"2019-10-06","NOTB","NO","TB",24,31,55,46,7,3,1,"dome","astroturf"
"REG",2019,6,"2019-10-13","ARIATL","ARI","ATL",33,34,67,52.5,1,-3,0,"closed","grass"
"REG",2019,6,"2019-10-13","TBCAR","TB","CAR",37,26,63,48.5,-11,-2,1,"outdoors","grass"
"REG",2019,6,"2019-10-13","BALCIN","BAL","CIN",17,23,40,47,6,10.5,1,"outdoors","grass"
"REG",2019,6,"2019-10-13","NYJDAL","NYJ","DAL",22,24,46,43.5,2,-7,0,"outdoors","fieldturf"
"REG",2019,6,"2019-10-14","GBDET","GB","DET",22,23,45,47,1,3.5,1,"outdoors","grass"
