"season_type","season","week","game_date","matchup","home_team","away_team","away_score","home_score","total","total_line","spread","spread_line","div_game","roof","surface"
"REG",2019,6,"2019-10-13","KCHOU","KC","HOU",31,24,55,54.5,-7,3.5,0,"outdoors","astroturf"
"REG",2019,6,"2019-10-13","JAXNO","JAX","NO",13,6,19,42.5,-7,2.5,0,"outdoors","grass"
"REG",2019,6,"2019-10-10","NENYG","NE","NYG",14,35,49,43,21,16.5,0,"outdoors","grass"
"REG",2019,6,"2019-10-13","MINPHI","MIN","PHI",20,38,58,44,18,3.5,0,"dome","sportturf"
"REG",2019,6,"2019-10-13","LACPIT","LAC","PIT",24,17,41,42.5,-7,6,0,"outdoors","grass"
"REG",2019,6,"2019-10-13","CLESEA","CLE","SEA",32,28,60,45.5,-4,1,0,"outdoors","grass"
"REG",2019,6,"2019-10-13","LASF","LA","SF",20,7,27,49.5,-13,3,1,"outdoors","grass"
"REG",2019,6,"2019-10-13","DENTEN","DEN","TEN",0,16,16,41,16,1,0,"outdoors","grass"
"REG",2019,6,"2019-10-13","MIAWAS","MIA","WAS",17,16,33,42,-1,-6,0,"outdoors","grass"
"REG",2019,7,"2019-10-20","NYGARI","NYG","ARI",27,21,48,49.5,-6,3.5,0,"outdoors","fieldturf"
"REG",2019,7,"2019-10-20","SEABAL","SEA","BAL",30,16,46,49,-14,3,0,"outdoors","fieldturf"
"REG",2019,7,"2019-10-20","INDHOU","IND","HOU",23,30,53,46.5,7,1.5,1,"open","fieldturf"
"REG",2019,7,"2019-10-20","CINJAX","CIN","JAX",27,17,44,44.5,-10,-4,0,"outdoors","grass"
"REG",2019,7,"2019-10-17","DENKC","DEN","KC",30,6,36,49.5,-24,-3,1,"outdoors","grass"
"REG",2019,7,"2019-10-20","ATLLA","ATL","LA",37,10,47,54.5,-27,-3,0,"open","fieldturf"
"REG",2019,7,"2019-10-20","TENLAC","TEN","LAC",20,23,43,42.5,3,3,0,"outdoors","grass"
"REG",2019,7,"2019-10-20","BUFMIA","BUF","MIA",21,31,52,42.5,10,17,1,"outdoors","astroturf"
"REG",2019,7,"2019-10-20","DETMIN","DET","MIN",42,30,72,43.5,-12,-2.5,1,"dome","fieldturf"
"REG",2019,7,"2019-10-21","NYJNE","NYJ","NE",33,0,33,43,-33,-9.5,1,"outdoors","fieldturf"
"REG",2019,7,"2019-10-20","CHINO","CHI","NO",36,25,61,37,-11,4,0,"outdoors","grass"
"REG",2019,7,"2019-10-20","GBLV","GB","LV",24,42,66,48,18,5.5,0,"outdoors","grass"
"REG",2019,7,"2019-10-20","DALPHI","DAL","PHI",10,37,47,50,27,3,1,"closed","fieldturf"
"REG",2019,7,"2019-10-20","WASSF","WAS","SF",9,0,9,39,-9,-10,0,"outdoors","grass"
"REG",2019,8,"2019-10-27","NOARI","NO","ARI",9,31,40,47.5,22,12.5,0,"dome","astroturf"
"REG",2019,8,"2019-10-27","SFCAR","SF","CAR",13,51,64,41,38,4.5,0,"outdoors","grass"
"REG",2019,8,"2019-10-27","LACIN","LA","CIN",10,24,34,48.5,14,12,0,"outdoors","grass"
"REG",2019,8,"2019-10-27","NECLE","NE","CLE",13,27,40,43,14,9.5,0,"outdoors","grass"
"REG",2019,8,"2019-10-27","INDDEN","IND","DEN",13,15,28,41,2,6,0,"open","fieldturf"
"REG",2019,8,"2019-10-27","KCGB","KC","GB",31,24,55,48,-7,-5,0,"outdoors","astroturf"
"REG",2019,8,"2019-10-27","CHILAC","CHI","LAC",17,16,33,41,-1,3.5,0,"outdoors","grass"
"REG",2019,8,"2019-10-28","PITMIA","PIT","MIA",14,27,41,44,13,14,0,"outdoors","grass"
"REG",2019,8,"2019-10-27","DETNYG","DET","NYG",26,31,57,49,5,6.5,0,"dome","fieldturf"
"REG",2019,8,"2019-10-27","JAXNYJ","JAX","NYJ",15,29,44,39.5,14,7,0,"outdoors","grass"
"REG",2019,8,"2019-10-27","HOULV","HOU","LV",24,27,51,52,3,5,0,"closed","grass"
"REG",2019,8,"2019-10-27","BUFPHI","BUF","PHI",31,13,44,39.5,-18,1,0,"outdoors","astroturf"
"REG",2019,8,"2019-10-27","ATLSEA","ATL","SEA",27,20,47,48.5,-7,-7.5,0,"open","fieldturf"
"REG",2019,8,"2019-10-27","TENTB","TEN","TB",23,27,50,45.5,4,2,0,"outdoors","grass"
"REG",2019,8,"2019-10-24","MINWAS","MIN","WAS",9,19,28,42,10,16.5,0,"dome","sportturf"
"REG",2019,9,"2019-11-03","PHICHI","PHI","CHI",14,22,36,41,8,5,0,"outdoors","grass"
"REG",2019,9,"2019-11-03","DENCLE","DEN","CLE",19,24,43,39,5,-4,0,"outdoors","grass"
"REG",2019,9,"2019-11-04","NYGDAL","NYG","DAL",37,18,55,48.5,-19,-6.5,1,"outdoors","fieldturf"
"REG",2019,9,"2019-11-03","LVDET","LV","DET",24,31,55,51.5,7,2.5,0,"outdoors","grass"
"REG",2019,9,"2019-11-03","LACGB","LAC","GB",11,26,37,50,15,-4,0,"outdoors","grass"
"REG",2019,9,"2019-11-03","JAXHOU","JAX","HOU",26,3,29,46,-23,1,1,"outdoors","grass"
"REG",2019,9,"2019-11-03","PITIND","PIT","IND",24,26,50,39.5,2,1,0,"outdoors","grass"
"REG",2019,9,"2019-11-03","KCMIN","KC","MIN",23,26,49,46,3,-5.5,0,"outdoors","astroturf"
"REG",2019,9,"2019-11-03","BALNE","BAL","NE",20,37,57,44.5,17,-3,0,"outdoors","grass"
"REG",2019,9,"2019-11-03","MIANYJ","MIA","NYJ",18,26,44,42.5,8,-3.5,1,"outdoors","grass"
"REG",2019,9,"2019-10-31","ARISF","ARI","SF",28,25,53,43.5,-3,-10.5,1,"closed","grass"
"REG",2019,9,"2019-11-03","SEATB","SEA","TB",34,40,74,51,6,4,0,"outdoors","fieldturf"
"REG",2019,9,"2019-11-03","CARTEN","CAR","TEN",20,30,50,43,10,3.5,0,"outdoors","grass"
"REG",2019,9,"2019-11-03","BUFWAS","BUF","WAS",9,24,33,37,15,10.5,0,"outdoors","astroturf"
"REG",2019,10,"2019-11-10","TBARI","TB","ARI",27,30,57,51,3,5.5,0,"outdoors","grass"
"REG",2019,10,"2019-11-10","NOATL","NO","ATL",26,9,35,51.5,-17,14,1,"dome","astroturf"
"REG",2019,10,"2019-11-10","CINBAL","CIN","BAL",49,13,62,44,-36,-10.5,1,"outdoors","grass"
"REG",2019,10,"2019-11-10","CLEBUF","CLE","BUF",16,19,35,42,3,3,0,"outdoors","grass"
"REG",2019,10,"2019-11-10","GBCAR","GB","CAR",16,24,40,49,8,5,0,"outdoors","grass"
"REG",2019,10,"2019-11-10","CHIDET","CHI","DET",13,20,33,38,7,6,1,"outdoors","grass"
"REG",2019,10,"2019-11-10","TENKC","TEN","KC",32,35,67,49,3,-5,0,"outdoors","grass"
"REG",2019,10,"2019-11-10","PITLA","PIT","LA",12,17,29,43,5,-4,0,"outdoors","grass"
"REG",2019,10,"2019-11-07","LVLAC","LV","LAC",24,26,50,49,2,-1,1,"outdoors","grass"
"REG",2019,10,"2019-11-10","INDMIA","IND","MIA",16,12,28,44.5,-4,11,0,"closed","fieldturf"
"REG",2019,10,"2019-11-10","DALMIN","DAL","MIN",28,24,52,48.5,-4,3.5,0,"closed","fieldturf"
"REG",2019,10,"2019-11-10","NYJNYG","NYJ","NYG",27,34,61,43,7,-3,0,"outdoors","fieldturf"
"REG",2019,10,"2019-11-11","SFSEA","SF","SEA",27,24,51,47,-3,6.5,1,"outdoors","grass"
"REG",2019,11,"2019-11-17","SFARI","SF","ARI",26,36,62,44,10,10,1,"outdoors","grass"
"REG",2019,11,"2019-11-17","CARATL","CAR","ATL",29,3,32,49,-26,3.5,1,"outdoors","grass"
"REG",2019,11,"2019-11-17","MIABUF","MIA","BUF",37,20,57,41.5,-17,-7,1,"outdoors","grass"
"REG",2019,11,"2019-11-17","LACHI","LA","CHI",7,17,24,40,10,5,0,"outdoors","grass"
"REG",2019,11,"2019-11-17","LVCIN","LV","CIN",10,17,27,48,7,13,0,"outdoors","grass"
"REG",2019,11,"2019-11-17","DETDAL","DET","DAL",35,27,62,46.5,-8,-7.5,0,"dome","fieldturf"
"REG",2019,11,"2019-11-17","MINDEN","MIN","DEN",23,27,50,40.5,4,10,0,"dome","sportturf"
"REG",2019,11,"2019-11-17","BALHOU","BAL","HOU",7,41,48,51,34,4,0,"outdoors","grass"
"REG",2019,11,"2019-11-17","INDJAX","IND","JAX",13,33,46,41.5,20,2.5,1,"closed","fieldturf"
"REG",2019,11,"2019-11-18","LACKC","LAC","KC",24,17,41,52.5,-7,-5.5,1,"outdoors","grass"
"REG",2019,11,"2019-11-17","PHINE","PHI","NE",17,10,27,45,-7,-4.5,0,"outdoors","grass"
"REG",2019,11,"2019-11-17","TBNO","TB","NO",34,17,51,50.5,-17,-5,1,"outdoors","grass"
"REG",2019,11,"2019-11-17","WASNYJ","WAS","NYJ",34,17,51,37.5,-17,1,0,"outdoors","grass"
"REG",2019,11,"2019-11-14","CLEPIT","CLE","PIT",7,21,28,41.5,14,3,1,"outdoors","grass"
"REG",2019,12,"2019-11-25","LABAL","LA","BAL",45,6,51,47,-39,-3.5,0,"outdoors","grass"
"REG",2019,12,"2019-11-24","NOCAR","NO","CAR",31,34,65,46,3,10,1,"dome","astroturf"
"REG",2019,12,"2019-11-24","NEDAL","NE","DAL",9,13,22,44.5,4,5.5,0,"outdoors","grass"
"REG",2019,12,"2019-11-24","BUFDEN","BUF","DEN",3,20,23,37,17,3.5,0,"outdoors","astroturf"
"REG",2019,12,"2019-11-24","WASDET","WAS","DET",16,19,35,39,3,-4,0,"outdoors","grass"
"REG",2019,12,"2019-11-24","SFGB","SF","GB",8,37,45,48,29,3,0,"outdoors","grass"
"REG",2019,12,"2019-11-21","HOUIND","HOU","IND",17,20,37,46,3,3.5,1,"closed","grass"
"REG",2019,12,"2019-11-24","TENJAX","TEN","JAX",20,42,62,42,22,4.5,1,"outdoors","grass"
"REG",2019,12,"2019-11-24","CLEMIA","CLE","MIA",24,41,65,45.5,17,11,0,"outdoors","grass"
"REG",2019,12,"2019-11-24","CHINYG","CHI","NYG",14,19,33,41,5,6,0,"outdoors","grass"
"REG",2019,12,"2019-11-24","NYJLV","NYJ","LV",3,34,37,45,31,-3.5,0,"outdoors","fieldturf"
"REG",2019,12,"2019-11-24","CINPIT","CIN","PIT",16,10,26,37.5,-6,-5.5,1,"outdoors","grass"
"REG",2019,12,"2019-11-24","PHISEA","PHI","SEA",17,9,26,45.5,-8,-1,0,"outdoors","grass"
"REG",2019,12,"2019-11-24","ATLTB","ATL","TB",35,22,57,51.5,-13,3.5,1,"closed","fieldturf"
"REG",2019,13,"2019-11-28","DALBUF","DAL","BUF",26,15,41,46.5,-11,6.5,0,"closed","fieldturf"
"REG",2019,13,"2019-11-28","DETCHI","DET","CHI",24,20,44,37.5,-4,-5.5,1,"dome","fieldturf"
"REG",2019,13,"2019-12-01","PITCLE","PIT","CLE",13,20,33,40,7,-1,1,"outdoors","grass"
"REG",2019,13,"2019-12-01","NYGGB","NYG","GB",31,13,44,43.5,-18,-6.5,0,"outdoors","fieldturf"
"REG",2019,13,"2019-12-01","ARILA","ARI","LA",34,7,41,47,-27,-2.5,1,"closed","grass"
"REG",2019,13,"2019-12-01","DENLAC","DEN","LAC",20,23,43,39,3,-4.5,1,"outdoors","grass"
"REG",2019,13,"2019-12-02","SEAMIN","SEA","MIN",30,37,67,48,7,2.5,0,"outdoors","fieldturf"
"REG",2019,13,"2019-12-01","HOUNE","HOU","NE",22,28,50,47,6,-3.5,0,"closed","grass"
"REG",2019,13,"2019-11-28","ATLNO","ATL","NO",26,18,44,48,-8,-7,1,"closed","fieldturf"
"REG",2019,13,"2019-12-01","CINNYJ","CIN","NYJ",6,22,28,43,16,-2.5,0,"outdoors","grass"
"REG",2019,13,"2019-12-01","KCLV","KC","LV",9,40,49,49.5,31,11.5,1,"outdoors","astroturf"
"REG",2019,13,"2019-12-01","MIAPHI","MIA","PHI",31,37,68,45,6,-10.5,0,"outdoors","grass"
"REG",2019,13,"2019-12-01","BALSF","BAL","SF",17,20,37,45,3,5.5,0,"outdoors","grass"
"REG",2019,13,"2019-12-01","JAXTB","JAX","TB",28,11,39,46.5,-17,-3,0,"outdoors","grass"
"REG",2019,13,"2019-12-01","INDTEN","IND","TEN",31,17,48,41.5,-14,-1,1,"closed","fieldturf"
"REG",2019,13,"2019-12-01","CARWAS","CAR","WAS",29,21,50,38.5,-8,10.5,0,"outdoors","grass"
"REG",2019,14,"2019-12-08","BUFBAL","BUF","BAL",24,17,41,44,-7,-6.5,0,"outdoors","astroturf"
"REG",2019,14,"2019-12-08","ATLCAR","ATL","CAR",20,40,60,48,20,3.5,1,"closed","fieldturf"
"REG",2019,14,"2019-12-08","CLECIN","CLE","CIN",19,27,46,43,8,6.5,1,"outdoors","grass"
"REG",2019,14,"2019-12-05","CHIDAL","CHI","DAL",24,31,55,43,7,-3,0,"outdoors","grass"
"REG",2019,14,"2019-12-08","HOUDEN","HOU","DEN",38,24,62,42.5,-14,8,0,"closed","grass"
"REG",2019,14,"2019-12-08","MINDET","MIN","DET",7,20,27,43.5,13,12,1,"dome","sportturf"
"REG",2019,14,"2019-12-08","TBIND","TB","IND",35,38,73,46.5,3,3,0,"outdoors","grass"
"REG",2019,14,"2019-12-08","NEKC","NE","KC",23,16,39,49.5,-7,3,0,"outdoors","grass"
"REG",2019,14,"2019-12-08","JAXLAC","JAX","LAC",45,10,55,42,-35,-3.5,0,"outdoors","grass"
"REG",2019,14,"2019-12-08","NYJMIA","NYJ","MIA",21,22,43,47,1,5,1,"outdoors","fieldturf"
"REG",2019,14,"2019-12-09","PHINYG","PHI","NYG",17,23,40,45.5,6,9.5,1,"outdoors","grass"
"REG",2019,14,"2019-12-08","ARIPIT","ARI","PIT",23,17,40,43.5,-6,-2.5,0,"closed","grass"
"REG",2019,14,"2019-12-08","LASEA","LA","SEA",12,28,40,47.5,16,1,1,"outdoors","grass"
"REG",2019,14,"2019-12-08","NOSF","NO","SF",48,46,94,45,-2,1,0,"dome","astroturf"
"REG",2019,14,"2019-12-08","LVTEN","LV","TEN",42,21,63,47,-21,-3,0,"outdoors","grass"
"REG",2019,14,"2019-12-08","GBWAS","GB","WAS",15,20,35,42.5,5,13,0,"outdoors","grass"
"REG",2019,15,"2019-12-15","SFATL","SF","ATL",29,22,51,50,-7,10.5,0,"outdoors","grass"
"REG",2019,15,"2019-12-15","PITBUF","PIT","BUF",17,10,27,37,-7,1,0,"outdoors","grass"
"REG",2019,15,"2019-12-15","GBCHI","GB","CHI",13,21,34,40,8,4,1,"outdoors","grass"
"REG",2019,15,"2019-12-15","ARICLE","ARI","CLE",24,38,62,49,14,-3,0,"closed","grass"
"REG",2019,15,"2019-12-15","KCDEN","KC","DEN",3,23,26,43,20,10,1,"outdoors","astroturf"
"REG",2019,15,"2019-12-15","TENHOU","TEN","HOU",24,21,45,50,-3,3,1,"outdoors","grass"
"REG",2019,15,"2019-12-16","NOIND","NO","IND",7,34,41,48.5,27,8,0,"dome","astroturf"
"REG",2019,15,"2019-12-15","LVJAX","LV","JAX",20,16,36,47,-4,7,0,"outdoors","grass"
"REG",2019,15,"2019-12-15","DALLA","DAL","LA",21,44,65,48.5,23,-1,0,"closed","fieldturf"
"REG",2019,15,"2019-12-15","NYGMIA","NYG","MIA",20,36,56,47,16,3.5,0,"outdoors","fieldturf"
"REG",2019,15,"2019-12-15","LACMIN","LAC","MIN",39,10,49,45,-29,-1,0,"outdoors","grass"
"REG",2019,15,"2019-12-15","CINNE","CIN","NE",34,13,47,42,-21,-10.5,0,"outdoors","grass"
"REG",2019,15,"2019-12-12","BALNYJ","BAL","NYJ",21,42,63,44,21,17,0,"outdoors","grass"
"REG",2019,15,"2019-12-15","WASPHI","WAS","PHI",37,27,64,38,-10,-7,1,"outdoors","grass"
"REG",2019,15,"2019-12-15","CARSEA","CAR","SEA",30,24,54,48.5,-6,-6,0,"outdoors","grass"
"REG",2019,15,"2019-12-15","DETTB","DET","TB",38,17,55,46,-21,-5.5,0,"dome","fieldturf"
"REG",2019,16,"2019-12-22","SEAARI","SEA","ARI",27,13,40,51,-14,8,1,"outdoors","fieldturf"
"REG",2019,16,"2019-12-22","CLEBAL","CLE","BAL",31,15,46,48.5,-16,-9.5,1,"outdoors","grass"
"REG",2019,16,"2019-12-21","NEBUF","NE","BUF",17,24,41,39.5,7,7,1,"outdoors","grass"
"REG",2019,16,"2019-12-22","INDCAR","IND","CAR",6,38,44,46,32,7.5,0,"closed","fieldturf"
"REG",2019,16,"2019-12-22","MIACIN","MIA","CIN",35,38,73,46,3,-1.5,0,"outdoors","grass"
"REG",2019,16,"2019-12-22","PHIDAL","PHI","DAL",9,17,26,47,8,-2,1,"outdoors","grass"
"REG",2019,16,"2019-12-22","DENDET","DEN","DET",17,27,44,40,10,9.5,0,"outdoors","grass"
"REG",2019,16,"2019-12-23","MINGB","MIN","GB",23,10,33,47,-13,4,1,"dome","sportturf"
"REG",2019,16,"2019-12-21","TBHOU","TB","HOU",23,20,43,50,-3,-3,0,"outdoors","grass"
"REG",2019,16,"2019-12-22","ATLJAX","ATL","JAX",12,24,36,48,12,7.5,0,"closed","fieldturf"
"REG",2019,16,"2019-12-22","CHIKC","CHI","KC",26,3,29,45.5,-23,-6.5,0,"outdoors","grass"
"REG",2019,16,"2019-12-21","SFLA","SF","LA",31,34,65,45.5,3,7,1,"outdoors","grass"
"REG",2019,16,"2019-12-22","TENNO","TEN","NO",38,28,66,49,-10,-3.5,0,"outdoors","grass"
"REG",2019,16,"2019-12-22","WASNYG","WAS","NYG",41,35,76,42,-6,-1,1,"outdoors","grass"
"REG",2019,16,"2019-12-22","LACLV","LAC","LV",24,17,41,45,-7,7.5,1,"outdoors","grass"
"REG",2019,16,"2019-12-22","NYJPIT","NYJ","PIT",10,16,26,36.5,6,-3,0,"outdoors","fieldturf"
"REG",2019,17,"2019-12-29","LAARI","LA","ARI",24,31,55,46,7,7,1,"outdoors","grass"
"REG",2019,17,"2019-12-29","TBATL","TB","ATL",28,22,50,48,-6,1,1,"outdoors","grass"
"REG",2019,17,"2019-12-29","MINCHI","MIN","CHI",21,19,40,36.5,-2,-5.5,1,"dome","sportturf"
"REG",2019,17,"2019-12-29","CINCLE","CIN","CLE",23,33,56,44,10,-2.5,1,"outdoors","grass"
"REG",2019,17,"2019-12-29","DETGB","DET","GB",23,20,43,44,-3,-13.5,1,"dome","fieldturf"
"REG",2019,17,"2019-12-29","JAXIND","JAX","IND",20,38,58,41.5,18,-5,1,"outdoors","grass"
"REG",2019,17,"2019-12-29","KCLAC","KC","LAC",21,31,52,46,10,10,1,"outdoors","astroturf"
"REG",2019,17,"2019-12-29","NEMIA","NE","MIA",27,24,51,46,-3,17.5,1,"outdoors","grass"
"REG",2019,17,"2019-12-29","CARNO","CAR","NO",42,10,52,45,-32,-13.5,1,"outdoors","grass"
"REG",2019,17,"2019-12-29","BUFNYJ","BUF","NYJ",13,6,19,37,-7,-1.5,1,"outdoors","astroturf"
"REG",2019,17,"2019-12-29","DENLV","DEN","LV",15,16,31,41.5,1,5.5,1,"outdoors","grass"
"REG",2019,17,"2019-12-29","NYGPHI","NYG","PHI",34,17,51,44,-17,-4,1,"outdoors","fieldturf"
"REG",2019,17,"2019-12-29","BALPIT","BAL","PIT",10,28,38,35,18,-2,1,"outdoors","grass"
"REG",2019,17,"2019-12-29","SEASF","SEA","SF",26,21,47,47,-5,-3.5,1,"outdoors","fieldturf"
"REG",2019,17,"2019-12-29","HOUTEN","HOU","TEN",35,14,49,43,-21,-10,1,"closed","grass"
"REG",2019,17,"2019-12-29","DALWAS","DAL","WAS",16,47,63,47.5,31,13,1,"closed","fieldturf"
"POST",2019,18,"2020-01-04","HOUBUF","HOU","BUF",19,22,41,43,3,2.5,0,"closed","grass"
"POST",2019,18,"2020-01-05","NOMIN","NO","MIN",26,20,46,50,-6,7.5,0,"dome","astroturf"
"POST",2019,18,"2020-01-05","PHISEA","PHI","SEA",17,9,26,44,-8,1,0,"outdoors","grass"
"POST",2019,18,"2020-01-04","NETEN","NE","TEN",20,13,33,45,-7,4.5,0,"outdoors","grass"
"POST",2019,19,"2020-01-12","KCHOU","KC","HOU",31,51,82,50.5,20,10,0,"outdoors","astroturf"
"POST",2019,19,"2020-01-11","SFMIN","SF","MIN",10,27,37,44.5,17,7,0,"outdoors","grass"
"POST",2019,19,"2020-01-12","GBSEA","GB","SEA",23,28,51,46,5,4.5,0,"outdoors","grass"
"POST",2019,19,"2020-01-11","BALTEN","BAL","TEN",28,12,40,47.5,-16,10,0,"outdoors","grass"
"POST",2019,20,"2020-01-19","SFGB","SF","GB",20,37,57,46.5,17,8,0,"outdoors","grass"
"POST",2019,20,"2020-01-19","KCTEN","KC","TEN",24,35,59,51,11,7.5,0,"outdoors","astroturf"
"POST",2019,21,"2020-02-02","KCSF","KC","SF",20,31,51,52.5,11,1.5,0,"outdoors","grass"
