Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Years
139,Bryan Walters,JAX,28,WR,11,1,45,32,71.10%,368,11.5,1,22,31,8.2,2.9,33.5,0,2015
176,Bryan Walters,JAX,29,WR,10,3,34,24,70.60%,231,9.6,2,15,23,6.8,2.4,23.1,1,2016
111,Bryant Johnson,ARI,22,WR,15,8,77,35,45.50%,438,12.5,1,20,54,5.7,2.3,29.2,1,2003
58,Bryant Johnson,ARI,23,WR,16,11,102,49,48.00%,537,11,1,29,40,5.3,3.1,33.6,1,2004
82,Bryant Johnson,ARI,24,WR,14,4,72,40,55.60%,432,10.8,1,25,41,6,2.9,30.9,0,2005
86,Bryant Johnson,ARI,25,WR,16,8,74,40,54.10%,740,18.5,4,30,58,10,2.5,46.3,1,2006
80,Bryant Johnson,ARI,26,WR,16,8,88,46,52.30%,528,11.5,2,33,30,6,2.9,33,0,2007
78,Bryant Johnson,SFO,27,WR,16,12,75,45,60.00%,546,12.1,3,28,42,7.3,2.8,34.1,0,2008
116,Bryant Johnson,DET,28,WR,16,16,87,35,40.20%,417,11.9,3,23,36,4.8,2.2,26.1,0,2009
209,Bryant Johnson,DET,29,WR,14,7,49,18,36.70%,210,11.7,0,11,24,4.3,1.3,15,0,2010
309,Bryant Johnson,HOU,30,WR,16,0,12,6,50.00%,90,15,1,4,40,7.5,0.4,5.6,0,2011
389,Bryce Treggs,PHI,22,WR,9,1,12,3,25.00%,80,26.7,0,3,58,6.7,0.3,8.9,0,2016
353,Bryce Treggs,CLE,23,WR,6,1,18,5,27.80%,79,15.8,0,4,20,4.4,0.8,13.2,1,2017
260,Byron Pringle,KAN,26,WR,16,0,16,12,75.00%,170,14.2,1,7,28,10.6,0.8,10.6,0,2019
264,Byron Pringle,KAN,27,WR,13,3,17,13,76.50%,160,12.3,1,9,37,9.4,1,12.3,0,2020
102,Byron Pringle,KAN,28,WR,17,5,60,42,70.00%,568,13.5,5,32,40,9.5,2.5,33.4,2,2021
286,Byron Pringle,CHI,29,WR,11,4,16,10,62.50%,135,13.5,2,8,35,8.4,0.9,12.3,0,2022
400,C.J. Board,JAX,26,WR,4,0,4,2,50.00%,31,15.5,0,1,23,7.8,0.5,7.8,0,2019
284,C.J. Board,NYG,27,WR,14,4,16,11,68.80%,101,9.2,0,6,16,6.3,0.8,7.2,0,2020
363,C.J. Board,NYG,28,WR,6,1,6,4,66.70%,51,12.8,0,3,38,8.5,0.7,8.5,0,2021
450,C.J. Board,TEN,29,WR,4,0,1,1,100.00%,6,6,0,0,6,6,0.3,1.5,1,2022
450,C.J. Saunders,CAR,25,WR,2,0,2,2,100.00%,11,5.5,0,1,8,5.5,1,5.5,0,2021
423,Cade Johnson,SEA,24,WR,3,0,4,2,50.00%,21,10.5,0,2,11,5.3,0.7,7,0,2022
72,Calvin Johnson,DET,22,WR,15,10,93,48,51.60%,756,15.8,4,38,49,8.1,3.2,50.4,1,2007
20,Calvin Johnson,DET,23,WR,16,16,150,78,52.00%,1331,17.1,12,52,96,8.9,4.9,83.2,3,2008
32,Calvin Johnson,DET,24,WR,14,14,137,67,48.90%,984,14.7,5,46,75,7.2,4.8,70.3,3,2009
16,Calvin Johnson*,DET,25,WR,15,15,137,77,56.20%,1120,14.5,12,54,87,8.2,5.1,74.7,1,2010
31,Calvin Johnson*,DET,29,WR,13,13,128,71,55.50%,1077,15.2,8,59,67,8.4,5.5,82.8,0,2014
11,Calvin Johnson*,DET,30,WR,16,16,149,88,59.10%,1214,13.8,9,66,57,8.1,5.5,75.9,1,2015
4,Calvin Johnson*+,DET,26,WR,16,16,158,96,60.80%,1681,17.5,16,76,73,10.6,6,105.1,1,2011
1,Calvin Johnson*+,DET,27,WR,16,16,204,122,59.80%,1964,16.1,5,92,53,9.6,7.6,122.8,3,2012
17,Calvin Johnson*+,DET,28,WR,14,14,156,84,53.80%,1492,17.8,12,69,87,9.6,6,106.6,1,2013
46,Calvin Ridley,ATL,24,WR,16,5,92,64,69.60%,821,12.8,10,39,75,8.9,4,51.3,2,2018
45,Calvin Ridley,ATL,25,WR,13,10,93,63,67.70%,866,13.7,7,47,36,9.3,4.8,66.6,0,2019
13,Calvin Ridley,ATL,26,WR,15,15,143,90,62.90%,1374,15.3,9,65,63,9.6,6,91.6,1,2020
155,Calvin Ridley,ATL,27,WR,5,5,52,31,59.60%,281,9.1,2,16,22,5.4,6.2,56.2,0,2021
472,Cam Phillips,BUF,23,WR,2,0,1,1,100.00%,9,9,0,0,9,9,0.5,4.5,0,2018
428,Cam Sims,WAS,23,WR,7,1,3,2,66.70%,27,13.5,0,1,15,9,0.3,3.9,0,2019
143,Cam Sims,WAS,24,WR,16,10,48,32,66.70%,477,14.9,1,18,50,9.9,2,29.8,1,2020
252,Cam Sims,WAS,25,WR,14,3,23,15,65.20%,211,14.1,2,11,43,9.2,1.1,15.1,0,2021
314,Cam Sims,WAS,26,WR,17,3,18,8,44.40%,89,11.1,0,5,21,4.9,0.5,5.2,0,2022
307,Cameron Batson,TEN,23,WR,11,2,11,8,72.70%,82,10.3,0,5,26,7.5,0.7,7.5,1,2018
269,Cameron Batson,TEN,25,WR,12,1,13,12,92.30%,100,8.3,1,7,18,7.7,1,8.3,1,2020
423,Cameron Batson,TEN,26,WR,4,0,5,2,40.00%,15,7.5,1,2,13,3,0.5,3.8,0,2021
281,Cameron Meredith,CHI,23,WR,11,0,16,11,68.80%,120,10.9,0,5,22,7.5,1,10.9,0,2015
43,Cameron Meredith,CHI,24,WR,14,10,97,66,68.00%,888,13.5,4,44,50,9.2,4.7,63.4,3,2016
298,Cameron Meredith,NOR,26,WR,6,1,10,9,90.00%,114,12.7,1,4,46,11.4,1.5,19,1,2018
240,Carl Pickens,TEN,30,WR,9,6,29,10,34.50%,242,24.2,0,9,67,8.3,1.1,26.9,0,2000
453,Carlton Mitchell,CLE,22,WR,5,0,1,0,0.00%,0,,0,0,0,0,0,0,0,2010
362,Carlton Mitchell,CLE,23,WR,11,0,4,3,75.00%,31,10.3,0,2,19,7.8,0.3,2.8,0,2011
260,Carlyle Holiday,2TM,25,WR,8,2,18,9,50.00%,126,14,0,0,35,7,1.1,15.8,0,2006
394,Cecil Shorts,JAX,24,WR,10,0,12,2,16.70%,30,15,1,2,25,2.5,0.2,3,0,2011
56,Cecil Shorts,JAX,25,WR,14,9,105,55,52.40%,979,17.8,7,37,80,9.3,3.9,69.9,1,2012
41,Cecil Shorts,JAX,26,WR,13,13,123,66,53.70%,777,11.8,3,41,59,6.3,5.1,59.8,0,2013
69,Cecil Shorts,JAX,27,WR,13,12,110,53,48.20%,557,10.5,1,27,53,5.1,4.1,42.8,1,2014
97,Cecil Shorts,HOU,28,WR,11,4,75,42,56.00%,484,11.5,2,27,42,6.5,3.8,44,2,2015
271,Cecil Shorts,TAM,29,WR,9,5,27,11,40.70%,152,13.8,0,8,22,5.6,1.2,16.9,0,2016
378,Cedric James,MIN,23,WR,5,0,2,1,50.00%,29,29,0,1,29,14.5,0.2,5.8,0,2002
224,Cedrick Wilson,SFO,24,WR,16,0,22,15,68.20%,166,11.1,1,12,22,7.5,0.9,10.4,0,2002
114,Cedrick Wilson,SFO,25,WR,16,4,63,35,55.60%,396,11.3,2,23,29,6.3,2.2,24.8,1,2003
65,Cedrick Wilson,SFO,26,WR,15,15,85,47,55.30%,641,13.6,3,35,39,7.5,3.1,42.7,0,2004
145,Cedrick Wilson,PIT,27,WR,16,1,53,26,49.10%,451,17.3,0,20,46,8.5,1.6,28.2,1,2005
95,Cedrick Wilson,PIT,28,WR,15,12,69,37,53.60%,504,13.6,1,25,38,7.3,2.5,33.6,2,2006
206,Cedrick Wilson,PIT,29,WR,16,1,30,18,60.00%,207,11.5,1,13,18,6.9,1.1,12.9,0,2007
353,Cedrick Wilson Jr.,DAL,24,WR,6,0,8,5,62.50%,46,9.2,0,2,14,5.8,0.8,7.7,0,2019
234,Cedrick Wilson Jr.,DAL,25,WR,16,0,28,17,60.70%,189,11.1,2,10,42,6.8,1.1,11.8,0,2020
88,Cedrick Wilson Jr.,DAL,26,WR,16,4,61,45,73.80%,602,13.4,6,27,73,9.9,2.8,37.6,3,2021
266,Cedrick Wilson Jr.,MIA,27,WR,15,0,18,12,66.70%,136,11.3,0,8,21,7.6,0.8,9.1,0,2022
27,CeeDee Lamb,DAL,21,WR,16,14,111,74,66.70%,935,12.6,5,46,52,8.4,4.6,58.4,2,2020
22,CeeDee Lamb*,DAL,22,WR,16,13,120,79,65.80%,1102,13.9,6,54,49,9.2,4.9,68.9,0,2021
6,CeeDee Lamb*,DAL,23,WR,17,17,156,107,68.60%,1359,12.7,9,67,39,8.7,6.3,79.9,0,2022
364,Chad Beebe,MIN,24,WR,3,0,4,4,100.00%,39,9.8,0,3,18,9.8,1.3,13,0,2018
397,Chad Beebe,MIN,25,WR,3,0,2,2,100.00%,70,35,0,2,61,35,0.7,23.3,3,2019
199,Chad Beebe,MIN,26,WR,14,0,30,20,66.70%,201,10.1,2,12,40,6.7,1.4,14.4,2,2020
252,Chad Hall,PHI,24,WR,8,1,18,11,61.10%,115,10.5,1,5,48,6.4,1.4,14.4,0,2010
359,Chad Hall,PHI,25,WR,7,0,9,3,33.30%,20,6.7,1,1,16,2.2,0.4,2.9,0,2011
389,Chad Hall,KAN,27,WR,9,0,7,2,28.60%,20,10,0,2,11,2.9,0.2,2.2,0,2013
282,Chad Hansen,NYJ,22,WR,15,1,17,9,52.90%,94,10.4,0,7,24,5.5,0.6,6.3,0,2017
229,Chad Hansen,HOU,25,WR,5,2,24,17,70.80%,236,13.9,1,11,38,9.8,3.4,47.2,0,2020
231,Chad Jackson,NWE,21,WR,12,1,19,13,68.40%,152,11.7,3,6,35,8,1.1,12.7,0,2006
421,Chad Jackson,DEN,23,WR,4,0,1,1,100.00%,19,19,0,1,19,19,0.3,4.8,1,2008
123,Chad Johnson,CIN,23,WR,12,3,60,28,46.70%,329,11.8,1,22,28,5.5,2.3,27.4,0,2001
31,Chad Johnson,CIN,24,WR,16,14,137,69,50.40%,1166,16.9,5,58,72,8.5,4.3,72.9,0,2002
57,Chad Johnson,CIN,30,WR,13,10,97,53,54.60%,540,10.2,4,35,26,5.6,4.1,41.5,0,2008
28,Chad Johnson,CIN,32,WR,14,12,126,67,53.20%,831,12.4,4,47,42,6.6,4.8,59.4,0,2010
224,Chad Johnson,NWE,33,WR,15,3,32,15,46.90%,276,18.4,1,13,53,8.6,1,18.4,0,2011
8,Chad Johnson*,CIN,25,WR,16,14,154,90,58.40%,1355,15.1,10,67,82,8.8,5.6,84.7,0,2003
3,Chad Johnson*,CIN,26,WR,16,16,170,95,55.90%,1274,13.4,9,63,53,7.5,5.9,79.6,1,2004
13,Chad Johnson*,CIN,29,WR,16,16,161,93,57.80%,1440,15.5,8,74,70,8.9,5.8,90,2,2007
26,Chad Johnson*,CIN,31,WR,16,15,128,72,56.30%,1047,14.5,9,55,50,8.2,4.5,65.4,2,2009
5,Chad Johnson*+,CIN,27,WR,16,16,155,97,62.60%,1432,14.8,9,74,70,9.2,6.1,89.5,1,2005
11,Chad Johnson*+,CIN,28,WR,16,16,152,87,57.20%,1369,15.7,7,67,74,9,5.4,85.6,1,2006
330,Chad Lucas,TAM,26,WR,2,1,5,5,100.00%,82,16.4,0,1,52,16.4,2.5,41,0,2007
451,Chad Owens,JAX,23,WR,1,0,1,0,0.00%,0,,0,0,0,0,0,0,2,2005
433,Chad Owens,JAX,24,WR,4,0,1,0,0.00%,0,,0,0,0,0,0,0,0,2006
450,Chad Owens,JAX,25,WR,1,0,1,0,0.00%,0,,0,0,0,0,0,0,1,2007
392,Chad Williams,ARI,23,WR,6,1,7,3,42.90%,31,10.3,0,1,15,4.4,0.5,5.2,0,2017
230,Chad Williams,ARI,24,WR,10,7,46,17,37.00%,171,10.1,1,9,22,3.7,1.7,17.1,0,2018
508,Chad Williams,IND,25,WR,1,0,1,0,0.00%,0,,0,0,0,0,0,0,,2019
394,Chandler Worthy,HOU,22,WR,3,0,4,3,75.00%,14,4.7,0,1,12,3.5,1,4.7,1,2015
128,Chansi Stuckey,NYJ,25,WR,15,2,45,32,71.10%,359,11.2,3,22,31,8,2.1,23.9,0,2008
138,Chansi Stuckey,2TM,26,WR,15,3,66,30,45.50%,318,10.6,2,0,40,4.8,2,21.2,0,2009
109,Chansi Stuckey,CLE,27,WR,16,5,63,40,63.50%,346,8.7,0,21,25,5.5,2.5,21.6,3,2010
345,Chansi Stuckey,ARI,28,WR,9,0,8,4,50.00%,39,9.8,0,2,12,4.9,0.4,4.3,1,2011
50,Charles Johnson,PHI,28,WR,16,16,100,56,56.00%,642,11.5,7,33,59,6.4,3.5,40.1,0,2000
209,Charles Johnson,NWE,29,WR,14,2,24,14,58.30%,111,7.9,1,6,24,4.6,1,7.9,0,2001
338,Charles Johnson,BUF,30,WR,16,0,5,3,60.00%,39,13,0,2,22,7.8,0.2,2.4,0,2002
138,Charles Johnson,MIN,25,WR,12,6,59,31,52.50%,475,15.3,2,19,56,8.1,2.6,39.6,1,2014
304,Charles Johnson,MIN,26,WR,11,4,13,9,69.20%,127,14.1,0,5,35,9.8,0.8,11.5,0,2015
194,Charles Johnson,MIN,27,WR,16,7,37,20,54.10%,232,11.6,0,11,40,6.3,1.3,14.5,0,2016
239,Charles Lee,GNB,23,WR,15,1,21,10,47.60%,134,13.4,0,8,38,6.4,0.7,8.9,0,2000
332,Charles Lee,GNB,24,WR,7,0,4,3,75.00%,32,10.7,1,2,23,8,0.4,4.6,0,2001
121,Charles Lee,TAM,26,WR,8,5,46,33,71.70%,432,13.1,2,20,72,9.4,4.1,54,0,2003
218,Charles Lee,TAM,27,WR,7,3,22,15,68.20%,207,13.8,0,10,35,9.4,2.1,29.6,1,2004
249,Charles Lee,ARI,28,WR,6,0,18,11,61.10%,152,13.8,0,7,49,8.4,1.8,25.3,0,2005
160,Charles Rogers,DET,22,WR,5,5,52,22,42.30%,243,11,3,13,33,4.7,4.4,48.6,0,2003
464,Charles Rogers,DET,23,WR,1,1,1,0,0.00%,0,,0,0,0,0,0,0,,2004
218,Charles Rogers,DET,24,WR,9,3,31,14,45.20%,197,14.1,1,11,35,6.4,1.6,21.9,0,2005
428,Charlie Adams,DEN,24,WR,4,0,4,0,0.00%,0,,0,0,0,0,0,0,,2003
173,Charlie Adams,DEN,26,WR,16,2,36,21,58.30%,203,9.7,0,9,21,5.6,1.3,12.7,4,2005
415,Charly Martin,CAR,25,WR,7,0,2,1,50.00%,6,6,0,0,6,3,0.1,0.9,0,2009
348,Charly Martin,SEA,28,WR,4,1,6,4,66.70%,42,10.5,0,3,15,7,1,10.5,0,2012
203,Charone Peake,NYJ,24,WR,15,1,35,19,54.30%,186,9.8,0,7,27,5.3,1.3,12.4,0,2016
447,Charone Peake,NYJ,25,WR,3,0,1,1,100.00%,3,3,0,1,3,3,0.3,1,0,2017
421,Charone Peake,NYJ,26,WR,13,0,3,2,66.70%,25,12.5,0,2,14,8.3,0.2,1.9,0,2018
44,Chase Claypool,PIT,22,WR,16,6,109,62,56.90%,873,14.1,9,41,84,8,3.9,54.6,3,2020
54,Chase Claypool,PIT,23,WR,15,13,105,59,56.20%,860,14.6,2,35,59,8.2,3.9,57.3,0,2021
87,Chase Claypool,2TM,24,WR,15,11,79,46,58.20%,451,9.8,1,24,31,5.7,3.1,30.1,1,2022
245,Chastin West,JAX,24,WR,12,1,27,13,48.10%,163,12.5,2,9,23,6,1.1,13.6,0,2011
210,Chaz Schilens,OAK,23,WR,16,6,32,15,46.90%,226,15.1,2,9,60,7.1,0.9,14.1,0,2008
141,Chaz Schilens,OAK,24,WR,8,8,52,29,55.80%,365,12.6,2,17,25,7,3.6,45.6,0,2009
338,Chaz Schilens,OAK,25,WR,5,0,9,5,55.60%,40,8,1,4,11,4.4,1,8,0,2010
176,Chaz Schilens,OAK,26,WR,15,5,34,23,67.60%,271,11.8,2,13,30,8,1.5,18.1,0,2011
148,Chaz Schilens,NYJ,27,WR,15,6,41,28,68.30%,289,10.3,2,16,25,7,1.9,19.3,1,2012
204,Chester Rogers,IND,22,WR,14,2,34,19,55.90%,273,14.4,0,13,36,8,1.4,19.5,2,2016
183,Chester Rogers,IND,23,WR,11,4,37,23,62.20%,284,12.3,1,16,61,7.7,2.1,25.8,0,2017
69,Chester Rogers,IND,24,WR,16,10,72,53,73.60%,485,9.2,2,28,34,6.7,3.3,30.3,1,2018
220,Chester Rogers,IND,25,WR,12,6,28,16,57.10%,179,11.2,2,11,27,6.4,1.3,14.9,2,2019
163,Chester Rogers,TEN,27,WR,16,2,43,30,69.80%,301,10,1,12,39,7,1.9,18.8,4,2021
104,Chosen Anderson,NYJ,23,WR,16,8,78,42,53.80%,587,14,2,19,52,7.5,2.6,36.7,1,2016
34,Chosen Anderson,NYJ,24,WR,16,15,114,63,55.30%,941,14.9,7,38,69,8.3,3.9,58.8,0,2017
70,Chosen Anderson,NYJ,25,WR,14,9,94,50,53.20%,752,15,6,30,76,8,3.6,53.7,2,2018
63,Chosen Anderson,NYJ,26,WR,16,15,96,52,54.20%,779,15,5,35,92,8.1,3.3,48.7,1,2019
10,Chosen Anderson,CAR,27,WR,16,16,136,95,69.90%,1096,11.5,3,49,75,8.1,5.9,68.5,1,2020
65,Chosen Anderson,CAR,28,WR,17,16,110,53,48.20%,519,9.8,5,27,57,4.7,3.1,30.5,0,2021
196,Chosen Anderson,2TM,29,WR,16,7,44,20,45.50%,282,14.1,1,10,75,6.4,1.3,17.6,1,2022
336,Chris Brazzell,DAL,24,WR,9,0,4,2,50.00%,12,6,0,0,10,3,0.2,1.3,0,2000
284,Chris Calloway,NWE,32,WR,7,2,10,5,50.00%,95,19,0,5,28,9.5,0.7,13.6,0,2000
68,Chris Chambers,MIA,23,WR,16,7,90,48,53.30%,883,18.4,7,35,74,9.8,3,55.2,2,2001
58,Chris Chambers,MIA,24,WR,15,15,100,52,52.00%,734,14.1,3,38,59,7.3,3.5,48.9,1,2002
30,Chris Chambers,MIA,25,WR,16,16,130,64,49.20%,963,15,11,50,57,7.4,4,60.2,1,2003
30,Chris Chambers,MIA,26,WR,15,15,140,69,49.30%,898,13,7,44,76,6.4,4.6,59.9,1,2004
46,Chris Chambers,MIA,28,WR,16,16,154,59,38.30%,677,11.5,4,36,46,4.4,3.7,42.3,0,2006
31,Chris Chambers,2TM,29,WR,16,12,129,66,51.20%,970,14.7,4,0,44,7.5,4.1,60.6,1,2007
120,Chris Chambers,SDG,30,WR,14,9,65,33,50.80%,462,14,5,21,48,7.1,2.4,33,0,2008
82,Chris Chambers,2TM,31,WR,16,14,92,45,48.90%,730,16.2,5,0,61,7.9,2.8,45.6,0,2009
175,Chris Chambers,KAN,32,WR,13,7,43,22,51.20%,213,9.7,1,13,26,5,1.7,16.4,0,2010
13,Chris Chambers*,MIA,27,WR,16,16,166,82,49.40%,1118,13.6,11,59,77,6.7,5.1,69.9,5,2005
255,Chris Cole,DEN,24,WR,16,2,19,9,47.40%,128,14.2,0,6,21,6.7,0.6,8,2,2001
339,Chris Cole,DEN,26,WR,11,0,8,3,37.50%,36,12,0,2,18,4.5,0.3,3.3,1,2003
370,Chris Coleman,TEN,24,WR,16,0,4,1,25.00%,19,19,0,1,19,4.8,0.1,1.2,0,2001
225,Chris Conley,KAN,23,WR,16,5,31,17,54.80%,199,11.7,1,12,44,6.4,1.1,12.4,0,2015
97,Chris Conley,KAN,24,WR,16,11,69,44,63.80%,530,12,0,30,39,7.7,2.8,33.1,1,2016
264,Chris Conley,KAN,25,WR,5,5,16,11,68.80%,175,15.9,0,8,35,10.9,2.2,35,0,2017
132,Chris Conley,KAN,26,WR,16,13,52,32,61.50%,334,10.4,5,18,27,6.4,2,20.9,2,2018
79,Chris Conley,JAX,27,WR,16,14,90,47,52.20%,775,16.5,5,36,70,8.6,2.9,48.4,0,2019
104,Chris Conley,JAX,28,WR,15,4,63,40,63.50%,471,11.8,2,24,51,7.5,2.7,31.4,1,2020
209,Chris Conley,HOU,29,WR,16,10,37,22,59.50%,323,14.7,2,15,41,8.7,1.4,20.2,1,2021
362,Chris Conley,2TM,30,WR,9,1,7,4,57.10%,46,11.5,0,2,27,6.6,0.4,5.1,0,2022
325,Chris Davis,TEN,23,WR,12,0,9,5,55.60%,38,7.6,0,1,13,4.2,0.4,3.2,6,2007
399,Chris Davis,NYJ,24,WR,2,0,1,1,100.00%,3,3,0,0,3,3,0.5,1.5,0,2007
378,Chris Davis,TEN,24,WR,5,0,3,2,66.70%,31,15.5,0,2,21,10.3,0.4,6.2,0,2008
192,Chris Doering,WAS,29,WR,15,3,42,18,42.90%,192,10.7,2,13,33,4.6,1.2,12.8,1,2002
180,Chris Doering,PIT,30,WR,16,0,30,18,60.00%,240,13.3,1,15,53,8,1.1,15,0,2003
363,Chris Francies,GNB,24,WR,7,0,5,2,40.00%,16,8,0,2,12,3.2,0.3,2.3,0,2006
99,Chris Givens,STL,23,WR,15,12,80,42,52.50%,698,16.6,3,25,65,8.7,2.8,46.5,0,2012
132,Chris Givens,STL,24,WR,16,13,83,34,41.00%,569,16.7,0,27,47,6.9,2.1,35.6,1,2013
252,Chris Givens,STL,25,WR,14,0,20,11,55.00%,159,14.5,1,5,47,8,0.8,11.4,0,2014
202,Chris Givens,2TM,26,WR,15,6,54,20,37.00%,353,17.7,1,0,48,6.5,1.3,23.5,0,2015
120,Chris Godwin,TAM,21,WR,16,2,55,34,61.80%,525,15.4,1,27,70,9.5,2.1,32.8,0,2017
53,Chris Godwin,TAM,22,WR,16,5,95,59,62.10%,842,14.3,7,48,48,8.9,3.7,52.6,4,2018
39,Chris Godwin,TAM,24,WR,12,12,84,65,77.40%,840,12.9,7,43,47,10,5.4,70,1,2020
11,Chris Godwin,TAM,25,WR,14,14,127,98,77.20%,1103,11.3,5,55,44,8.7,7,78.8,2,2021
8,Chris Godwin,TAM,26,WR,15,13,142,104,73.20%,1023,9.8,3,53,44,7.2,6.9,68.2,2,2022
16,Chris Godwin*,TAM,23,WR,14,14,121,86,71.10%,1333,15.5,9,63,71,11,6.1,95.2,0,2019
437,Chris Harper,NWE,22,WR,5,0,3,1,33.30%,6,6,0,0,6,2,0.2,1.2,1,2015
250,Chris Harper,SFO,23,WR,9,2,21,13,61.90%,133,10.2,0,6,19,6.3,1.4,14.8,0,2016
124,Chris Henry,CIN,22,WR,14,5,50,31,62.00%,422,13.6,6,19,47,8.4,2.2,30.1,2,2005
98,Chris Henry,CIN,23,WR,13,4,75,36,48.00%,605,16.8,9,26,71,8.1,2.8,46.5,0,2006
181,Chris Henry,CIN,24,WR,8,2,38,21,55.30%,343,16.3,2,14,52,9,2.6,42.9,0,2007
183,Chris Henry,CIN,25,WR,12,1,46,19,41.30%,220,11.6,2,12,22,4.8,1.6,18.3,0,2008
236,Chris Henry,CIN,26,WR,8,0,23,12,52.20%,236,19.7,2,11,73,10.3,1.5,29.5,0,2009
257,Chris Hogan,BUF,26,WR,16,0,17,10,58.80%,83,8.3,0,4,16,4.9,0.6,5.2,0,2013
100,Chris Hogan,BUF,27,WR,16,2,61,41,67.20%,426,10.4,4,20,31,7,2.6,26.6,2,2014
115,Chris Hogan,BUF,28,WR,16,4,59,36,61.00%,450,12.5,2,18,46,7.6,2.3,28.1,0,2015
118,Chris Hogan,NWE,29,WR,15,14,58,38,65.50%,680,17.9,4,23,79,11.7,2.5,45.3,1,2016
121,Chris Hogan,NWE,30,WR,9,7,59,34,57.60%,439,12.9,5,22,47,7.4,3.8,48.8,0,2017
117,Chris Hogan,NWE,31,WR,16,7,55,35,63.60%,532,15.2,3,22,63,9.7,2.2,33.3,0,2018
304,Chris Hogan,CAR,32,WR,7,1,15,8,53.30%,67,8.4,0,3,13,4.5,1.1,9.6,0,2019
250,Chris Hogan,NYJ,33,WR,5,4,26,14,53.80%,118,8.4,0,6,27,4.5,2.8,23.6,0,2020
374,Chris Hogan,NOR,34,WR,5,1,8,4,50.00%,41,10.3,1,2,16,5.1,0.8,8.2,0,2021
214,Chris Horn,KAN,27,WR,14,0,27,15,55.60%,178,11.9,1,10,30,6.6,1.1,12.7,0,2004
196,Chris Horn,KAN,28,WR,14,3,31,18,58.10%,187,10.4,0,7,50,6,1.3,13.4,0,2005
410,Chris Jackson,TEN,25,WR,1,0,1,0,0.00%,0,,0,0,0,0,0,0,,2000
509,Chris Lacy,DET,22,WR,1,0,1,0,0.00%,0,,0,0,0,0,0,0,,2018
382,Chris Lacy,DET,23,WR,7,2,10,3,30.00%,60,20,0,2,48,6,0.4,8.6,0,2019
261,Chris Matthews,2TM,26,WR,13,0,25,13,52.00%,151,11.6,1,0,21,6,1,11.6,0,2015
384,Chris Matthews,BAL,28,WR,6,0,6,3,50.00%,25,8.3,0,2,12,4.2,0.5,4.2,0,2017
419,Chris McFoy,OAK,24,WR,3,0,2,1,50.00%,19,19,0,1,19,9.5,0.3,6.3,0,2007
317,Chris Moore,BAL,23,WR,15,0,16,7,43.80%,46,6.6,0,2,13,2.9,0.5,3.1,1,2016
215,Chris Moore,BAL,24,WR,13,4,38,18,47.40%,248,13.8,3,11,30,6.5,1.4,19.1,0,2017
219,Chris Moore,BAL,25,WR,16,0,25,19,76.00%,196,10.3,1,8,30,7.8,1.2,12.3,0,2018
384,Chris Moore,BAL,26,WR,14,1,5,3,60.00%,21,7,0,0,13,4.2,0.2,1.5,0,2019
216,Chris Moore,HOU,28,WR,12,1,22,21,95.50%,227,10.8,2,6,67,10.3,1.8,18.9,0,2021
81,Chris Moore,HOU,29,WR,16,7,74,48,64.90%,548,11.4,2,24,52,7.4,3,34.3,0,2022
35,Chris Olave,NOR,22,WR,15,9,119,72,60.50%,1042,14.5,4,48,53,8.8,4.8,69.5,2,2022
442,Chris Owusu,TAM,22,WR,5,0,4,1,25.00%,24,24,0,1,24,6,0.2,4.8,0,2012
235,Chris Owusu,TAM,23,WR,9,4,20,13,65.00%,114,8.8,0,5,20,5.7,1.4,12.7,0,2013
327,Chris Owusu,2TM,24,WR,8,0,6,6,100.00%,78,13,1,0,36,13,0.8,9.8,0,2014
348,Chris Owusu,NYJ,25,WR,3,2,13,6,46.20%,80,13.3,0,2,43,6.2,2,26.7,0,2015
106,Chris Sanders,TEN,28,WR,16,14,61,33,54.10%,536,16.2,0,24,54,8.8,2.1,33.5,1,2000
301,Chris Sanders,TEN,29,WR,4,0,18,5,27.80%,74,14.8,0,3,22,4.1,1.3,18.5,0,2001
427,Chris Thomas,STL,29,WR,16,0,1,0,0.00%,0,,0,0,0,0,0,0,0,2000
177,Chris Thomas,KAN,30,WR,10,5,38,19,50.00%,247,13,1,14,28,6.5,1.9,24.7,0,2001
352,Chris Thompson,HOU,23,WR,13,0,6,5,83.30%,84,16.8,0,5,32,14,0.4,6.5,3,2017
177,Chris Walsh,MIN,32,WR,16,0,22,18,81.80%,191,10.6,0,13,21,8.7,1.1,11.9,0,2000
262,Chris Walsh,MIN,33,WR,16,0,14,9,64.30%,67,7.4,0,4,19,4.8,0.6,4.2,0,2001
234,Chris Walsh,MIN,34,WR,16,3,19,14,73.70%,172,12.3,1,8,28,9.1,0.9,10.8,0,2002
263,Christian Blake,ATL,23,WR,9,3,24,11,45.80%,91,8.3,0,5,13,3.8,1.2,10.1,0,2019
261,Christian Blake,ATL,24,WR,16,0,18,13,72.20%,141,10.8,0,6,25,7.8,0.8,8.8,0,2020
361,Christian Blake,ATL,25,WR,16,0,9,4,44.40%,25,6.3,0,2,8,2.8,0.3,1.6,0,2021
84,Christian Kirk,ARI,22,WR,12,7,68,43,63.20%,590,13.7,3,21,75,8.7,3.6,49.2,0,2018
