Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Years
192,Jamal Agnew,JAX,26,WR,10,2,39,24,61.50%,229,9.5,1,14,29,5.9,2.4,22.9,1,2021
182,Jamal Agnew*,JAX,27,WR,15,0,30,23,76.70%,187,8.1,3,9,24,6.2,1.5,12.5,0,2022
445,Jamal Jones,GNB,24,WR,2,0,1,0,0.00%,0,,0,0,0,0,0,0,1,2005
303,Jamal Jones,NOR,25,WR,12,1,10,6,60.00%,108,18,1,3,41,10.8,0.5,9,0,2006
475,Jamar Newsome,JAX,24,WR,2,0,1,0,0.00%,0,,0,0,0,0,0,0,,2011
331,Jamar Newsome,KAN,25,WR,6,2,16,5,31.30%,73,14.6,0,3,28,4.6,0.8,12.2,0,2012
384,James Adkisson,OAK,26,WR,2,0,2,1,50.00%,9,9,0,0,9,4.5,0.5,4.5,0,2006
271,James Hardy,BUF,23,WR,14,3,24,9,37.50%,87,9.7,2,5,17,3.6,0.6,6.2,0,2008
402,James Hardy,BUF,24,WR,2,0,1,1,100.00%,9,9,0,0,9,9,0.5,4.5,0,2009
162,James Jett,OAK,30,WR,16,13,39,20,51.30%,356,17.8,2,16,84,9.1,1.3,22.3,0,2000
351,James Jett,OAK,31,WR,11,0,3,2,66.70%,19,9.5,0,0,10,6.3,0.2,1.7,0,2001
76,James Jones,GNB,23,WR,16,9,80,47,58.80%,676,14.4,2,29,79,8.5,2.9,42.3,3,2007
174,James Jones,GNB,24,WR,10,2,30,20,66.70%,274,13.7,1,16,46,9.1,2,27.4,0,2008
128,James Jones,GNB,25,WR,16,3,62,32,51.60%,440,13.8,5,16,74,7.1,2,27.5,0,2009
68,James Jones,GNB,26,WR,16,3,87,50,57.50%,679,13.6,5,33,66,7.8,3.1,42.4,3,2010
108,James Jones,GNB,27,WR,16,0,55,38,69.10%,635,16.7,7,27,70,11.5,2.4,39.7,1,2011
36,James Jones,GNB,28,WR,16,16,98,64,65.30%,784,12.3,14,45,49,8,4,49,0,2012
52,James Jones,GNB,29,WR,14,14,93,59,63.40%,817,13.8,3,30,83,8.8,4.2,58.4,2,2013
30,James Jones,OAK,30,WR,16,10,112,73,65.20%,666,9.1,6,40,42,5.9,4.6,41.6,3,2014
73,James Jones,GNB,31,WR,16,15,99,50,50.50%,890,17.8,8,40,65,9,3.1,55.6,1,2015
416,James Jordan,SFO,24,WR,6,0,2,0,0.00%,0,,0,0,0,0,0,0,,2002
60,James McKnight,DAL,28,WR,16,15,106,52,49.10%,926,17.8,2,38,48,8.7,3.3,57.9,1,2000
50,James McKnight,MIA,29,WR,16,15,90,55,61.10%,684,12.4,3,31,40,7.6,3.4,42.8,3,2001
136,James McKnight,MIA,30,WR,15,9,47,29,61.70%,528,18.2,2,18,77,11.2,1.9,35.2,2,2002
157,James McKnight,MIA,31,WR,15,1,43,23,53.50%,285,12.4,2,11,80,6.6,1.5,19,1,2003
481,James Proche,BAL,24,WR,14,0,3,1,33.30%,14,14,0,1,14,4.7,0.1,1,0,2020
245,James Proche,BAL,25,WR,14,0,20,16,80.00%,202,12.6,0,10,32,10.1,1.1,14.4,0,2021
311,James Proche,BAL,26,WR,15,0,17,8,47.10%,62,7.8,0,3,12,3.6,0.5,4.1,0,2022
67,James Thrash,WAS,25,WR,16,9,74,50,67.60%,653,13.1,2,29,50,8.8,3.1,40.8,1,2000
37,James Thrash,PHI,26,WR,15,15,108,63,58.30%,833,13.2,8,35,64,7.7,4.2,55.5,1,2001
59,James Thrash,PHI,27,WR,16,16,107,52,48.60%,635,12.2,6,26,39,5.9,3.3,39.7,1,2002
61,James Thrash,PHI,28,WR,16,16,92,49,53.30%,558,11.4,1,24,51,6.1,3.1,34.9,0,2003
201,James Thrash,WAS,29,WR,16,3,21,17,81.00%,203,11.9,0,10,31,9.7,1.1,12.7,0,2004
219,James Thrash,WAS,30,WR,12,2,30,14,46.70%,194,13.9,0,11,41,6.5,1.2,16.2,1,2005
243,James Thrash,WAS,31,WR,16,0,20,12,60.00%,151,12.6,1,9,27,7.6,0.8,9.4,0,2006
269,James Thrash,WAS,32,WR,12,4,18,9,50.00%,107,11.9,2,4,31,5.9,0.8,8.9,1,2007
277,James Thrash,WAS,33,WR,16,5,22,9,40.90%,81,9,1,3,29,3.7,0.6,5.1,0,2008
236,James Washington,PIT,22,WR,14,6,38,16,42.10%,217,13.6,1,11,47,5.7,1.1,15.5,0,2018
86,James Washington,PIT,23,WR,15,10,80,44,55.00%,735,16.7,3,31,79,9.2,2.9,49,1,2019
153,James Washington,PIT,24,WR,16,7,56,30,53.60%,392,13.1,5,19,50,7,1.9,24.5,0,2020
202,James Washington,PIT,25,WR,15,2,44,24,54.50%,285,11.9,2,9,42,6.5,1.6,19,0,2021
507,James Washington,DAL,26,WR,2,0,1,0,0.00%,0,,0,0,0,0,0,0,0,2022
267,James Williams,SEA,22,WR,10,0,16,8,50.00%,99,12.4,0,6,18,6.2,0.8,9.9,0,2000
237,James Williams,SEA,23,WR,6,2,17,12,70.60%,212,17.7,1,6,49,12.5,2,35.3,1,2001
280,James Williams,SEA,24,WR,13,2,20,9,45.00%,99,11,0,5,18,5,0.7,7.6,0,2002
466,James Williams,DET,25,WR,1,0,1,0,0.00%,0,,0,0,0,0,0,0,,2003
353,James Wright,CIN,23,WR,11,0,16,5,31.30%,91,18.2,0,5,30,5.7,0.5,8.3,0,2014
257,James Wright,CIN,25,WR,13,2,19,13,68.40%,106,8.2,0,7,15,5.6,1,8.2,0,2016
483,Jameson Williams,DET,21,WR,6,0,9,1,11.10%,41,41,1,1,41,4.6,0.2,6.8,0,2022
51,Jamison Crowder,WAS,22,WR,16,6,78,59,75.60%,604,10.2,2,34,44,7.7,3.7,37.8,4,2015
41,Jamison Crowder,WAS,23,WR,16,9,99,67,67.70%,847,12.6,7,34,55,8.6,4.2,52.9,2,2016
28,Jamison Crowder,WAS,24,WR,15,6,103,66,64.10%,789,12,3,38,41,7.7,4.4,52.6,6,2017
142,Jamison Crowder,WAS,25,WR,9,7,49,29,59.20%,388,13.4,2,15,79,7.9,3.2,43.1,0,2018
24,Jamison Crowder,NYJ,26,WR,16,12,122,78,63.90%,833,10.7,6,41,41,6.8,4.9,52.1,0,2019
50,Jamison Crowder,NYJ,27,WR,12,7,89,59,66.30%,699,11.8,6,32,69,7.9,4.9,58.3,0,2020
70,Jamison Crowder,NYJ,28,WR,12,4,71,51,71.80%,447,8.8,2,24,29,6.3,4.3,37.3,1,2021
330,Jamison Crowder,BUF,29,WR,4,0,13,6,46.20%,60,10,0,4,16,4.6,1.5,15,1,2022
372,Jammi German,ATL,26,WR,9,0,4,1,25.00%,10,10,0,0,10,2.5,0.1,1.1,0,2000
277,Jammi German,CLE,27,WR,6,0,9,7,77.80%,65,9.3,0,4,18,7.2,1.2,10.8,0,2001
297,Jared Abbrederis,GNB,25,WR,10,0,16,9,56.30%,111,12.3,0,5,32,6.9,0.9,11.1,1,2015
420,Jared Abbrederis,GNB,26,WR,5,0,2,1,50.00%,8,8,0,0,8,4,0.2,1.6,0,2016
377,Jared Abbrederis,DET,27,WR,7,0,7,3,42.90%,44,14.7,0,2,25,6.3,0.4,6.3,0,2017
304,Jarett Dillard,JAX,24,WR,7,0,8,6,75.00%,106,17.7,0,5,33,13.3,0.9,15.1,0,2009
138,Jarett Dillard,JAX,26,WR,14,5,50,29,58.00%,292,10.1,1,17,25,5.8,2.1,20.9,1,2011
177,Jarius Wright,MIN,23,WR,7,1,36,22,61.10%,310,14.1,2,14,65,8.6,3.1,44.3,0,2012
169,Jarius Wright,MIN,24,WR,16,3,43,26,60.50%,434,16.7,3,20,42,10.1,1.6,27.1,0,2013
99,Jarius Wright,MIN,25,WR,16,7,62,42,67.70%,588,14,2,25,87,9.5,2.6,36.8,0,2014
127,Jarius Wright,MIN,26,WR,16,3,50,34,68.00%,442,13,0,25,52,8.8,2.1,27.6,1,2015
273,Jarius Wright,MIN,27,WR,8,1,14,11,78.60%,67,6.1,1,5,11,4.8,1.4,8.4,0,2016
218,Jarius Wright,MIN,28,WR,16,0,25,18,72.00%,198,11,2,13,30,7.9,1.1,12.4,0,2017
88,Jarius Wright,CAR,29,WR,16,6,59,43,72.90%,447,10.4,1,24,33,7.6,2.7,27.9,3,2018
165,Jarius Wright,CAR,30,WR,16,9,58,28,48.30%,296,10.6,0,16,33,5.1,1.8,18.5,0,2019
249,Jaron Brown,ARI,23,WR,16,0,17,11,64.70%,140,12.7,1,6,32,8.2,0.7,8.8,0,2013
182,Jaron Brown,ARI,24,WR,16,2,32,22,68.80%,229,10.4,2,14,26,7.2,1.4,14.3,1,2014
275,Jaron Brown,ARI,25,WR,16,0,23,11,47.80%,144,13.1,1,8,39,6.3,0.7,9,0,2015
265,Jaron Brown,ARI,26,WR,7,2,22,11,50.00%,187,17,1,6,51,8.5,1.6,26.7,0,2016
132,Jaron Brown,ARI,27,WR,16,8,69,31,44.90%,477,15.4,4,23,52,6.9,1.9,29.8,0,2017
248,Jaron Brown,SEA,28,WR,16,2,19,14,73.70%,166,11.9,5,9,45,8.7,0.9,10.4,0,2018
217,Jaron Brown,SEA,29,WR,14,4,28,16,57.10%,220,13.8,2,10,48,7.9,1.1,15.7,1,2019
322,Jarrett Boykin,GNB,23,WR,10,0,6,5,83.30%,27,5.4,0,1,9,4.5,0.5,2.7,0,2012
76,Jarrett Boykin,GNB,24,WR,16,8,83,49,59.00%,681,13.9,3,34,52,8.2,3.1,42.6,0,2013
366,Jarrett Boykin,GNB,25,WR,13,3,12,3,25.00%,23,7.7,0,1,11,1.9,0.2,1.8,0,2014
17,Jarvis Landry,MIA,22,WR,16,11,112,84,75.00%,758,9,5,50,25,6.8,5.3,47.4,7,2014
30,Jarvis Landry,CLE,28,WR,15,14,101,72,71.30%,840,11.7,3,46,32,8.3,4.8,56,2,2020
68,Jarvis Landry,CLE,29,WR,12,12,87,52,59.80%,570,11,2,30,38,6.6,4.3,47.5,3,2021
171,Jarvis Landry,NOR,30,WR,9,3,39,25,64.10%,272,10.9,1,12,40,7,2.8,30.2,1,2022
4,Jarvis Landry*,MIA,23,WR,16,14,166,110,66.30%,1157,10.5,4,60,50,7,6.9,72.3,1,2015
8,Jarvis Landry*,MIA,24,WR,16,16,131,94,71.80%,1136,12.1,4,53,71,8.7,5.9,71,2,2016
1,Jarvis Landry*,MIA,25,WR,16,16,161,112,69.60%,987,8.8,9,62,49,6.1,7,61.7,4,2017
20,Jarvis Landry*,CLE,26,WR,16,14,149,81,54.40%,976,12,4,44,51,6.6,5.1,61,1,2018
19,Jarvis Landry*,CLE,27,WR,16,16,138,83,60.10%,1174,14.1,6,55,65,8.5,5.2,73.4,0,2019
285,Jason Avant,PHI,23,WR,8,3,14,7,50.00%,68,9.7,1,5,18,4.9,0.9,8.5,1,2006
165,Jason Avant,PHI,24,WR,15,5,33,23,69.70%,267,11.6,2,16,31,8.1,1.5,17.8,0,2007
125,Jason Avant,PHI,25,WR,15,6,57,32,56.10%,377,11.8,2,22,31,6.6,2.1,25.1,0,2008
98,Jason Avant,PHI,26,WR,16,9,58,41,70.70%,587,14.3,3,24,58,10.1,2.6,36.7,1,2009
61,Jason Avant,PHI,27,WR,16,3,76,51,67.10%,573,11.2,1,29,34,7.5,3.2,35.8,0,2010
60,Jason Avant,PHI,28,WR,16,7,81,52,64.20%,679,13.1,1,32,35,8.4,3.3,42.4,2,2011
58,Jason Avant,PHI,29,WR,14,6,76,53,69.70%,648,12.2,0,31,39,8.5,3.8,46.3,1,2012
116,Jason Avant,PHI,30,WR,16,13,77,38,49.40%,447,11.8,2,24,31,5.8,2.4,27.9,1,2013
129,Jason Avant,2TM,31,WR,16,0,62,34,54.80%,353,10.4,1,0,41,5.7,2.1,22.1,0,2014
240,Jason Avant,KAN,32,WR,16,1,24,15,62.50%,119,7.9,0,5,20,5,0.9,7.4,0,2015
408,Jason Hill,SFO,22,WR,5,0,2,1,50.00%,6,6,0,0,6,3,0.2,1.2,0,2007
136,Jason Hill,SFO,23,WR,16,2,40,30,75.00%,317,10.6,2,20,33,7.9,1.9,19.8,1,2008
265,Jason Hill,SFO,24,WR,11,0,16,9,56.30%,90,10,2,6,30,5.6,0.8,8.2,0,2009
253,Jason Hill,2TM,25,WR,8,1,21,11,52.40%,248,22.5,1,0,48,11.8,1.4,31,0,2010
163,Jason Hill,JAX,26,WR,10,10,55,25,45.50%,367,14.7,3,18,74,6.7,2.5,36.7,0,2011
393,Jason Hill,NYJ,27,WR,4,0,3,2,66.70%,15,7.5,1,2,10,5,0.5,3.8,0,2012
152,Jason McAddley,ARI,23,WR,9,8,69,25,36.20%,362,14.5,1,18,42,5.2,2.8,40.2,0,2002
326,Jason McAddley,ARI,24,WR,2,0,12,4,33.30%,53,13.3,0,3,25,4.4,2,26.5,0,2003
381,Jason McAddley,TEN,25,WR,11,1,4,2,50.00%,38,19,0,1,36,9.5,0.2,3.5,1,2004
282,Jason McAddley,SFO,26,WR,12,2,15,7,46.70%,125,17.9,0,4,38,8.3,0.6,10.4,0,2005
418,Jason Moore,LAC,24,WR,10,0,5,2,40.00%,43,21.5,0,2,32,8.6,0.2,4.3,0,2019
407,Jason Moore,LAC,26,WR,2,1,4,3,75.00%,56,18.7,0,3,24,14,1.5,28,0,2021
470,Jason Moore,LAC,27,WR,6,0,2,1,50.00%,5,5,0,0,5,2.5,0.2,0.8,0,2022
218,Jason Tucker,DAL,24,WR,16,7,28,13,46.40%,126,9.7,0,9,18,4.5,0.8,7.9,3,2000
199,Jauan Jennings,SFO,24,WR,16,1,38,24,63.20%,282,11.8,5,15,34,7.4,1.5,17.6,1,2021
127,Jauan Jennings,SFO,25,WR,16,4,56,35,62.50%,416,11.9,1,23,44,7.4,2.2,26,1,2022
315,Javin Hunter,BAL,22,WR,12,3,11,5,45.50%,35,7,0,0,8,3.2,0.4,2.9,2,2002
160,Javon Walker,GNB,24,WR,15,2,50,23,46.00%,319,13.9,1,14,30,6.4,1.5,21.3,1,2002
85,Javon Walker,GNB,25,WR,16,3,74,41,55.40%,716,17.5,9,27,66,9.7,2.6,44.8,1,2003
330,Javon Walker,GNB,27,WR,1,1,5,4,80.00%,27,6.8,0,2,9,5.4,4,27,0,2005
29,Javon Walker,DEN,28,WR,16,16,126,69,54.80%,1084,15.7,8,53,83,8.6,4.3,67.8,0,2006
153,Javon Walker,DEN,29,WR,8,5,50,26,52.00%,287,11,0,10,24,5.7,3.3,35.9,0,2007
214,Javon Walker,OAK,30,WR,8,7,32,15,46.90%,196,13.1,1,12,29,6.1,1.9,24.5,0,2008
9,Javon Walker*,GNB,26,WR,16,12,144,89,61.80%,1382,15.5,12,63,79,9.6,5.6,86.4,2,2004
376,Javon Wims,CHI,24,WR,4,0,5,4,80.00%,32,8,0,2,16,6.4,1,8,0,2018
208,Javon Wims,CHI,25,WR,16,6,39,18,46.20%,186,10.3,1,9,37,4.8,1.1,11.6,0,2019
353,Javon Wims,CHI,26,WR,13,1,12,6,50.00%,48,8,1,4,13,4,0.5,3.7,0,2020
176,Javontee Herndon,SDG,24,WR,8,2,33,24,72.70%,195,8.1,0,8,21,5.9,3,24.4,2,2015
366,Jawill Davis,NYG,23,WR,7,0,8,4,50.00%,40,10,0,3,22,5,0.6,5.7,0,2018
327,Jaydon Mickens,JAX,23,WR,10,0,11,6,54.50%,77,12.8,2,4,41,7,0.6,7.7,4,2017
332,Jaydon Mickens,TAM,26,WR,10,0,10,7,70.00%,58,8.3,0,6,11,5.8,0.7,5.8,0,2020
441,Jaydon Mickens,2TM,27,WR,11,0,3,2,66.70%,10,5,0,1,12,3.3,0.2,0.9,1,2021
8,Jaylen Waddle,MIA,23,WR,16,16,140,104,74.30%,1015,9.8,6,59,57,7.3,6.5,63.4,2,2021
28,Jaylen Waddle,MIA,24,WR,17,17,117,75,64.10%,1356,18.1,8,60,84,11.6,4.4,79.8,1,2022
406,Jaymar Johnson,MIN,25,WR,6,0,1,1,100.00%,9,9,0,0,9,9,0.2,1.5,0,2009
502,Jeff Badet,WAS,26,WR,3,0,1,0,0.00%,0,,0,0,0,0,0,0,,2020
51,Jeff Graham,SDG,31,WR,14,13,112,55,49.10%,907,16.5,4,38,83,8.1,3.9,64.8,1,2000
60,Jeff Graham,SDG,32,WR,14,11,110,52,47.30%,811,15.6,5,41,61,7.4,3.7,57.9,1,2001
397,Jeff Janis,GNB,23,WR,3,0,2,2,100.00%,16,8,0,2,9,8,0.7,5.3,0,2014
402,Jeff Janis,GNB,24,WR,16,0,12,2,16.70%,79,39.5,0,2,46,6.6,0.1,4.9,0,2015
270,Jeff Janis,GNB,25,WR,16,1,19,11,57.90%,93,8.5,1,4,25,4.9,0.7,5.8,0,2016
410,Jeff Janis,GNB,26,WR,16,0,5,2,40.00%,12,6,0,1,12,2.4,0.1,0.8,0,2017
472,Jeff Maehl,HOU,22,WR,3,0,1,0,0.00%,0,,0,0,0,0,0,0,,2011
349,Jeff Maehl,PHI,24,WR,16,0,9,4,44.40%,67,16.8,1,3,37,7.4,0.3,4.2,0,2013
340,Jeff Maehl,PHI,25,WR,8,0,5,5,100.00%,46,9.2,0,1,15,9.2,0.6,5.8,0,2014
353,Jeff Ogden,MIA,25,WR,16,0,3,2,66.70%,24,12,0,2,12,8,0.1,1.5,1,2000
289,Jeff Ogden,MIA,26,WR,16,0,8,6,75.00%,73,12.2,1,5,18,9.1,0.4,4.6,3,2001
479,Jeff Smith,NYJ,22,WR,1,0,2,1,50.00%,12,12,0,1,12,6,1,12,0,2019
233,Jeff Smith,NYJ,23,WR,12,4,37,17,45.90%,167,9.8,0,9,21,4.5,1.4,13.9,0,2020
319,Jeff Smith,NYJ,24,WR,12,3,17,8,47.10%,113,14.1,0,6,35,6.6,0.7,9.4,0,2021
315,Jeff Smith,NYJ,25,WR,11,0,11,8,72.70%,134,16.8,0,5,50,12.2,0.7,12.2,0,2022
351,Jeff Webb,KAN,24,WR,10,0,4,3,75.00%,23,7.7,0,2,11,5.8,0.3,2.3,0,2006
145,Jeff Webb,KAN,25,WR,16,2,57,28,49.10%,313,11.2,1,13,32,5.5,1.8,19.6,2,2007
323,Jeff Webb,KAN,26,WR,5,1,13,5,38.50%,46,9.2,0,3,15,3.5,1,9.2,0,2008
399,Jehu Chesson,KAN,24,WR,12,1,4,2,50.00%,18,9,0,2,10,4.5,0.2,1.5,0,2017
440,Jehu Chesson,WAS,25,WR,12,0,2,1,50.00%,7,7,0,1,7,3.5,0.1,0.6,0,2018
143,Jeremy Butler,BAL,24,WR,8,0,44,31,70.50%,363,11.7,0,17,41,8.3,3.9,45.4,1,2015
395,Jeremy Butler,SDG,25,WR,4,0,2,2,100.00%,11,5.5,0,0,6,5.5,0.5,2.8,0,2016
370,Jeremy Ebert,JAX,24,WR,5,0,8,3,37.50%,18,6,0,0,8,2.3,0.6,3.6,0,2013
445,Jeremy Horne,KAN,24,WR,3,0,1,0,0.00%,0,,0,0,0,0,0,0,,2010
467,Jeremy Horne,KAN,25,WR,9,0,2,0,0.00%,0,,0,0,0,0,0,0,0,2011
139,Jeremy Kerley,NYJ,23,WR,14,1,47,29,61.70%,314,10.8,1,19,38,6.7,2.1,22.4,3,2011
53,Jeremy Kerley,NYJ,24,WR,16,7,95,56,58.90%,827,14.8,2,31,66,8.7,3.5,51.7,4,2012
96,Jeremy Kerley,NYJ,25,WR,12,8,72,43,59.70%,523,12.2,3,31,26,7.3,3.6,43.6,0,2013
114,Jeremy Kerley,NYJ,26,WR,16,7,75,38,50.70%,409,10.8,1,21,33,5.5,2.4,25.6,1,2014
236,Jeremy Kerley,NYJ,27,WR,16,1,26,16,61.50%,152,9.5,2,7,25,5.8,1,9.5,1,2015
49,Jeremy Kerley,SFO,28,WR,16,13,115,64,55.70%,667,10.4,3,33,33,5.8,4,41.7,4,2016
186,Jeremy Kerley,NYJ,29,WR,8,2,27,22,81.50%,217,9.9,1,13,31,8,2.8,27.1,3,2017
415,Jeremy Kerley,BUF,30,WR,1,1,4,2,50.00%,7,3.5,0,0,4,1.8,2,7,0,2018
46,Jeremy Maclin,PHI,21,WR,15,13,91,56,61.50%,773,13.8,4,31,56,8.5,3.7,51.5,0,2009
24,Jeremy Maclin,PHI,22,WR,16,16,115,70,60.90%,964,13.8,10,40,83,8.4,4.4,60.3,1,2010
40,Jeremy Maclin,PHI,23,WR,13,13,96,63,65.60%,859,13.6,5,43,59,8.9,4.8,66.1,1,2011
28,Jeremy Maclin,PHI,24,WR,15,15,122,69,56.60%,857,12.4,7,37,70,7,4.6,57.1,1,2012
16,Jeremy Maclin,PHI,26,WR,16,16,143,85,59.40%,1318,15.5,10,56,72,9.2,5.3,82.4,0,2014
12,Jeremy Maclin,KAN,27,WR,15,15,124,87,70.20%,1088,12.5,8,50,61,8.8,5.8,72.5,2,2015
99,Jeremy Maclin,KAN,28,WR,12,12,76,44,57.90%,536,12.2,2,29,44,7.1,3.7,44.7,0,2016
101,Jeremy Maclin,BAL,29,WR,12,12,72,40,55.60%,440,11,3,23,48,6.1,3.3,36.7,0,2017
79,Jeremy McDaniel,BUF,24,WR,16,6,69,43,62.30%,697,16.2,2,31,74,10.1,2.7,43.6,0,2000
242,Jeremy McDaniel,BUF,25,WR,7,0,14,11,78.60%,129,11.7,0,8,22,9.2,1.6,18.4,0,2001
320,Jeremy Ross,2TM,25,WR,13,2,12,6,50.00%,67,11.2,1,0,19,5.6,0.5,5.2,2,2013
174,Jeremy Ross,DET,26,WR,16,13,35,24,68.60%,314,13.1,1,15,59,9,1.5,19.6,4,2014
307,Jeremy Ross,2TM,27,WR,11,0,14,9,64.30%,88,9.8,0,0,18,6.3,0.8,8,4,2015
356,Jeremy Ross,2TM,28,WR,6,1,4,4,100.00%,37,9.3,1,0,15,9.3,0.7,6.2,0,2016
313,Jerheme Urban,SEA,24,WR,7,1,9,6,66.70%,117,19.5,1,4,33,13,0.9,16.7,1,2004
287,Jerheme Urban,SEA,25,WR,4,1,10,7,70.00%,151,21.6,0,7,46,15.1,1.8,37.8,0,2005
179,Jerheme Urban,ARI,27,WR,10,2,38,22,57.90%,329,15,2,15,42,8.7,2.2,32.9,0,2007
116,Jerheme Urban,ARI,28,WR,16,2,51,34,66.70%,448,13.2,4,20,56,8.8,2.1,28,0,2008
200,Jerheme Urban,ARI,29,WR,10,0,29,18,62.10%,186,10.3,0,10,40,6.4,1.8,18.6,0,2009
346,Jerheme Urban,KAN,31,WR,6,1,13,4,30.80%,35,8.8,1,1,24,2.7,0.7,5.8,0,2011
371,Jermaine Kearse,SEA,22,WR,7,1,7,3,42.90%,31,10.3,0,2,17,4.4,0.4,4.4,0,2012
186,Jermaine Kearse,SEA,23,WR,15,5,38,22,57.90%,346,15.7,4,16,43,9.1,1.5,23.1,1,2013
113,Jermaine Kearse,SEA,24,WR,15,14,69,38,55.10%,537,14.1,1,21,60,7.8,2.5,35.8,0,2014
75,Jermaine Kearse,SEA,25,WR,16,16,68,49,72.10%,685,14,5,32,50,10.1,3.1,42.8,1,2015
107,Jermaine Kearse,SEA,26,WR,16,15,89,41,46.10%,510,12.4,1,24,36,5.7,2.6,31.9,0,2016
30,Jermaine Kearse,NYJ,27,WR,16,14,102,65,63.70%,810,12.5,5,37,51,7.9,4.1,50.6,1,2017
109,Jermaine Kearse,NYJ,28,WR,14,9,76,37,48.70%,371,10,1,20,29,4.9,2.6,26.5,0,2018
170,Jermaine Lewis,BAL,26,WR,15,1,35,19,54.30%,161,8.5,1,11,26,4.6,1.3,10.7,0,2000
357,Jermaine Lewis,HOU,28,WR,12,2,8,2,25.00%,41,20.5,0,2,33,5.1,0.2,3.4,3,2002
325,Jermaine Lewis,JAX,29,WR,2,0,4,4,100.00%,100,25,1,3,65,25,2,50,0,2003
423,Jermaine Lewis,JAX,30,WR,9,0,1,1,100.00%,4,4,0,0,4,4,0.1,0.4,1,2004
317,Jermaine Lewis*,BAL,27,WR,15,2,5,4,80.00%,32,8,0,3,12,6.4,0.3,2.1,2,2001
417,Jerome Mathis,HOU,24,WR,3,0,1,1,100.00%,15,15,0,1,15,15,0.3,5,0,2007
310,Jerome Mathis*+,HOU,22,WR,12,0,13,5,38.50%,65,13,1,2,34,5,0.4,5.4,3,2005
66,Jerome Pathon,IND,25,WR,16,10,89,50,56.20%,646,12.9,3,33,38,7.3,3.1,40.4,0,2000
140,Jerome Pathon,IND,26,WR,4,3,32,24,75.00%,330,13.8,2,11,60,10.3,6,82.5,0,2001
94,Jerome Pathon,NOR,27,WR,14,13,80,43,53.80%,523,12.2,4,25,64,6.5,3.1,37.4,0,2002
80,Jerome Pathon,NOR,28,WR,16,12,80,44,55.00%,578,13.1,4,27,40,7.2,2.8,36.1,1,2003
102,Jerome Pathon,NOR,29,WR,15,7,67,34,50.70%,581,17.1,1,24,38,8.7,2.3,38.7,1,2004
418,Jerome Pathon,ATL,30,WR,9,0,3,1,33.30%,18,18,0,1,18,6,0.1,2,0,2005
435,Jerome Simpson,CIN,22,WR,6,1,3,1,33.30%,2,2,0,0,2,0.7,0.2,0.3,0,2008
458,Jerome Simpson,CIN,23,WR,2,0,1,0,0.00%,0,,0,0,0,0,0,0,,2009
199,Jerome Simpson,CIN,24,WR,5,3,25,20,80.00%,277,13.9,3,14,59,11.1,4,55.4,2,2010
70,Jerome Simpson,CIN,25,WR,16,14,105,50,47.60%,725,14.5,4,33,84,6.9,3.1,45.3,0,2011
154,Jerome Simpson,MIN,26,WR,12,10,52,26,50.00%,274,10.5,0,16,33,5.3,2.2,22.8,2,2012
81,Jerome Simpson,MIN,27,WR,16,8,100,48,48.00%,726,15.1,1,35,51,7.3,3,45.4,1,2013
362,Jerome Simpson,SFO,29,WR,6,1,19,5,26.30%,54,10.8,1,4,16,2.8,0.8,9,0,2015
469,Jerrel Jernigan,NYG,22,WR,8,0,2,0,0.00%,0,,0,0,0,0,0,0,0,2011
370,Jerrel Jernigan,NYG,23,WR,9,0,5,3,60.00%,22,7.3,0,2,9,4.4,0.3,2.4,1,2012
155,Jerrel Jernigan,NYG,24,WR,15,3,45,29,64.40%,329,11.3,2,16,30,7.3,1.9,21.9,1,2013
320,Jerrel Jernigan,NYG,25,WR,2,1,9,6,66.70%,40,6.7,0,2,11,4.4,3,20,0,2014
304,Jerricho Cotchery,NYJ,22,WR,12,0,11,6,54.50%,60,10,0,4,18,5.5,0.5,5,0,2004
185,Jerricho Cotchery,NYJ,23,WR,16,1,32,19,59.40%,251,13.2,0,13,45,7.8,1.2,15.7,2,2005
16,Jerricho Cotchery,NYJ,24,WR,16,16,125,82,65.60%,961,11.7,6,53,71,7.7,5.1,60.1,0,2006
17,Jerricho Cotchery,NYJ,25,WR,15,15,127,82,64.60%,1130,13.8,2,50,50,8.9,5.5,75.3,1,2007
25,Jerricho Cotchery,NYJ,26,WR,16,16,112,71,63.40%,858,12.1,5,43,56,7.7,4.4,53.6,2,2008
42,Jerricho Cotchery,NYJ,27,WR,14,12,96,57,59.40%,821,14.4,3,44,53,8.6,4.1,58.6,1,2009
100,Jerricho Cotchery,NYJ,28,WR,14,5,86,41,47.70%,433,10.6,2,27,49,5,2.9,30.9,0,2010
214,Jerricho Cotchery,PIT,29,WR,13,0,30,16,53.30%,237,14.8,2,13,36,7.9,1.2,18.2,0,2011
207,Jerricho Cotchery,PIT,30,WR,14,2,27,17,63.00%,205,12.1,0,12,24,7.6,1.2,14.6,0,2012
88,Jerricho Cotchery,PIT,31,WR,16,6,76,46,60.50%,602,13.1,10,38,36,7.9,2.9,37.6,0,2013
83,Jerricho Cotchery,CAR,32,WR,15,13,78,48,61.50%,580,12.1,1,29,47,7.4,3.2,38.7,0,2014
