Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Years
207,Darnell Sanders,CLE,24,TE,16,12,21,15,71.40%,95,6.3,1,2,12,4.5,0.9,5.9,1,2003
380,Darrell Daniels,IND,23,TE,12,3,13,3,23.10%,26,8.7,0,2,13,2,0.3,2.2,0,2017
500,Darrell Daniels,2TM,24,TE,11,3,2,0,0.00%,0,,0,0,0,0,0,0,,2018
445,Darrell Daniels,ARI,25,TE,11,0,3,1,33.30%,4,4,0,1,4,1.3,0.1,0.4,0,2019
315,Darrell Daniels,ARI,26,TE,12,8,11,8,72.70%,92,11.5,1,4,31,8.4,0.7,7.7,0,2020
474,Darrell Daniels,ARI,27,TE,15,4,4,1,25.00%,0,0,0,0,0,0,0.1,0,0,2021
339,Darren Fells,ARI,28,TE,10,5,12,5,41.70%,71,14.2,0,4,24,5.9,0.5,7.1,0,2014
194,Darren Fells,ARI,29,TE,14,12,28,21,75.00%,311,14.8,3,15,48,11.1,1.5,22.2,0,2015
240,Darren Fells,ARI,30,TE,14,7,18,14,77.80%,154,11,1,7,37,8.6,1,11,0,2016
219,Darren Fells,DET,31,TE,16,13,26,17,65.40%,177,10.4,3,12,23,6.8,1.1,11.1,0,2017
273,Darren Fells,CLE,32,TE,16,11,12,11,91.70%,117,10.6,3,6,49,9.8,0.7,7.3,0,2018
130,Darren Fells,HOU,33,TE,16,14,48,34,70.80%,341,10,7,22,24,7.1,2.1,21.3,0,2019
194,Darren Fells,HOU,34,TE,16,14,28,21,75.00%,312,14.9,4,16,44,11.1,1.3,19.5,0,2020
369,Darren Fells,2TM,35,TE,9,5,5,4,80.00%,43,10.8,0,2,24,8.6,0.4,4.8,0,2021
12,Darren Waller,OAK,27,TE,16,16,117,90,76.90%,1145,12.7,3,53,75,9.8,5.6,71.6,1,2019
61,Darren Waller,LVR,29,TE,11,11,93,55,59.10%,665,12.1,2,31,33,7.2,5,60.5,0,2021
158,Darren Waller,LVR,30,TE,9,6,43,28,65.10%,388,13.9,3,18,34,9,3.1,43.1,0,2022
4,Darren Waller*,LVR,28,TE,16,15,145,107,73.80%,1196,11.2,9,68,38,8.2,6.7,74.8,2,2020
126,Dave Moore,TAM,31,TE,16,16,54,29,53.70%,288,9.9,3,19,28,5.3,1.8,18,0,2000
101,Dave Moore,TAM,32,TE,16,16,53,35,66.00%,285,8.1,4,18,29,5.4,2.2,17.8,0,2001
215,Dave Moore,BUF,33,TE,14,5,24,16,66.70%,141,8.8,2,8,19,5.9,1.1,10.1,0,2002
287,Dave Moore,BUF,34,TE,15,6,18,7,38.90%,82,11.7,2,4,28,4.6,0.5,5.5,1,2003
400,Dave Stachelski,NOR,24,TE,5,0,1,1,100.00%,5,5,0,0,5,5,0.2,1,0,2001
107,David Anderson,HOU,26,TE,16,8,53,38,71.70%,370,9.7,0,22,27,7,2.4,23.1,0,2009
336,David Grinnage,JAX,24,TE,4,2,8,6,75.00%,61,10.2,0,2,24,7.6,1.5,15.3,0,2018
375,David Johnson,PIT,22,TE,15,3,4,2,50.00%,9,4.5,0,0,5,2.3,0.1,0.6,0,2009
345,David Johnson,PIT,23,TE,16,5,6,4,66.70%,46,11.5,0,2,25,7.7,0.3,2.9,0,2010
251,David Johnson,PIT,24,TE,16,16,14,12,85.70%,91,7.6,1,5,25,6.5,0.8,5.7,0,2011
348,David Johnson,PIT,26,TE,5,2,6,4,66.70%,70,17.5,0,3,32,11.7,0.8,14,0,2013
428,David Johnson,SDG,27,TE,14,2,,1,0.00%,4,4,0,0,4,,0.1,0.3,0,2014
441,David Johnson,SDG,28,TE,16,4,2,1,50.00%,4,4,0,0,4,2,0.1,0.3,1,2015
312,David Johnson,PIT,29,TE,16,5,11,7,63.60%,80,11.4,0,5,26,7.3,0.4,5,0,2016
225,David LaFleur,DAL,26,TE,15,10,21,12,57.10%,109,9.1,1,7,19,5.2,0.8,7.3,0,2000
220,David Martin,GNB,22,TE,14,1,20,13,65.00%,144,11.1,1,7,31,7.2,0.9,10.3,0,2001
287,David Martin,GNB,23,TE,8,2,11,8,72.70%,33,4.1,1,3,7,3,1,4.1,0,2002
227,David Martin,GNB,24,TE,16,3,17,13,76.50%,79,6.1,2,7,14,4.6,0.8,4.9,0,2003
321,David Martin,GNB,25,TE,9,3,12,5,41.70%,88,17.6,0,3,35,7.3,0.6,9.8,0,2004
143,David Martin,GNB,26,TE,12,8,39,27,69.20%,224,8.3,3,14,21,5.7,2.3,18.7,0,2005
174,David Martin,GNB,27,TE,11,4,36,21,58.30%,198,9.4,2,13,23,5.5,1.9,18,0,2006
116,David Martin,MIA,28,TE,15,15,51,34,66.70%,303,8.9,2,16,28,5.9,2.3,20.2,0,2007
131,David Martin,MIA,29,TE,16,7,45,31,68.90%,450,14.5,3,20,61,10,1.9,28.1,1,2008
298,David Martin,BUF,31,TE,16,9,8,7,87.50%,43,6.1,1,3,15,5.4,0.4,2.7,0,2010
444,David Morgan,MIN,23,TE,12,0,1,1,100.00%,4,4,0,0,4,4,0.1,0.3,0,2016
277,David Morgan,MIN,24,TE,15,6,12,10,83.30%,95,9.5,1,5,23,7.9,0.7,6.3,0,2017
355,David Morgan,MIN,25,TE,11,6,6,5,83.30%,36,7.2,0,2,13,6,0.5,3.3,0,2018
44,David Nelson,BUF,25,TE,16,13,97,61,62.90%,658,10.8,5,32,35,6.8,3.8,41.1,0,2011
131,David Njoku,CLE,21,TE,16,5,60,32,53.30%,386,12.1,4,17,34,6.4,2,24.1,0,2017
59,David Njoku,CLE,22,TE,16,14,88,56,63.60%,639,11.4,4,27,66,7.3,3.5,39.9,0,2018
348,David Njoku,CLE,23,TE,4,1,10,5,50.00%,41,8.2,1,3,18,4.1,1.3,10.3,0,2019
218,David Njoku,CLE,24,TE,13,5,29,19,65.50%,213,11.2,2,13,28,7.3,1.5,16.4,0,2020
129,David Njoku,CLE,25,TE,16,11,53,36,67.90%,475,13.2,4,17,71,9,2.3,29.7,0,2021
59,David Njoku,CLE,26,TE,14,14,80,58,72.50%,628,10.8,4,36,38,7.9,4.1,44.9,1,2022
303,David Paulson,PIT,23,TE,16,5,11,7,63.60%,51,7.3,0,1,9,4.6,0.4,3.2,1,2012
318,David Paulson,PIT,24,TE,16,4,10,6,60.00%,102,17,0,3,34,10.2,0.4,6.4,1,2013
110,David Sloan,DET,28,TE,15,10,60,32,53.30%,379,11.8,2,19,59,6.3,2.1,25.3,0,2000
94,David Sloan,DET,29,TE,15,15,69,37,53.60%,409,11.1,7,24,27,5.9,2.5,27.3,0,2001
248,David Sloan,NOR,30,TE,16,14,25,12,48.00%,127,10.6,0,6,29,5.1,0.8,7.9,0,2002
248,David Thomas,NWE,23,TE,15,3,16,11,68.80%,159,14.5,1,5,36,9.9,0.7,10.6,0,2006
430,David Thomas,NWE,24,TE,2,0,1,1,100.00%,9,9,0,1,9,9,0.5,4.5,0,2007
276,David Thomas,NWE,25,TE,15,10,17,9,52.90%,93,10.3,0,5,18,5.5,0.6,6.2,0,2008
119,David Thomas,NOR,26,TE,15,8,48,35,72.90%,356,10.2,1,18,37,7.4,2.3,23.7,0,2009
144,David Thomas,NOR,27,TE,13,8,46,30,65.20%,219,7.3,2,11,22,4.8,2.3,16.8,0,2010
328,David Thomas,NOR,28,TE,5,2,9,5,55.60%,16,3.2,0,0,8,1.8,1,3.2,0,2011
260,David Thomas,NOR,29,TE,15,7,17,11,64.70%,86,7.8,4,6,20,5.1,0.7,5.7,0,2012
160,Dawson Knox,BUF,23,TE,15,11,50,28,56.00%,388,13.9,2,15,49,7.8,1.9,25.9,0,2019
180,Dawson Knox,BUF,24,TE,12,7,44,24,54.50%,288,12,3,14,36,6.5,2,24,2,2020
75,Dawson Knox,BUF,25,TE,15,14,71,49,69.00%,587,12,9,31,53,8.3,3.3,39.1,0,2021
80,Dawson Knox*,BUF,26,TE,15,15,65,48,73.80%,517,10.8,6,25,45,8,3.2,34.5,0,2022
422,Dedrick Epps,NYJ,24,TE,3,0,1,1,100.00%,9,9,0,0,9,9,0.3,3,1,2012
185,Delanie Walker,SFO,23,TE,16,10,42,21,50.00%,174,8.3,1,8,26,4.1,1.3,10.9,0,2007
148,Delanie Walker,SFO,26,TE,14,8,45,29,64.40%,331,11.4,0,13,38,7.4,2.1,23.6,1,2010
51,Delanie Walker,TEN,29,TE,15,11,86,60,69.80%,571,9.5,6,31,33,6.6,4,38.1,1,2013
53,Delanie Walker,TEN,30,TE,15,14,106,63,59.40%,890,14.1,4,34,68,8.4,4.2,59.3,2,2014
9,Delanie Walker*,TEN,31,TE,15,10,133,94,70.70%,1088,11.6,6,53,61,8.2,6.3,72.5,0,2015
48,Delanie Walker*,TEN,32,TE,15,9,102,65,63.70%,800,12.3,7,35,47,7.8,4.3,53.3,1,2016
22,Delanie Walker*,TEN,33,TE,16,11,111,74,66.70%,807,10.9,3,44,42,7.3,4.6,50.4,2,2017
371,Demetrius Harris,KAN,23,TE,8,3,5,3,60.00%,20,6.7,0,2,10,4,0.4,2.5,0,2014
325,Demetrius Harris,KAN,24,TE,16,9,11,7,63.60%,74,10.6,1,2,25,6.7,0.4,4.6,0,2015
211,Demetrius Harris,KAN,26,TE,16,7,35,18,51.40%,224,12.4,1,12,51,6.4,1.1,14,0,2017
267,Demetrius Harris,KAN,27,TE,15,3,25,12,48.00%,164,13.7,3,9,35,6.6,0.8,10.9,0,2018
225,Demetrius Harris,CLE,28,TE,15,6,27,15,55.60%,149,9.9,3,10,23,5.5,1,9.9,0,2019
326,Demetrius Harris,CHI,29,TE,15,5,14,7,50.00%,45,6.4,0,2,9,3.2,0.5,3,0,2020
399,Demetrius Harris,ARI,30,TE,14,4,6,3,50.00%,10,3.3,0,0,7,1.7,0.2,0.7,0,2021
425,Dennis Pitta,BAL,25,TE,11,0,5,1,20.00%,1,1,0,0,1,0.2,0.1,0.1,0,2010
98,Dennis Pitta,BAL,26,TE,16,2,56,40,71.40%,405,10.1,3,28,39,7.2,2.5,25.3,0,2011
46,Dennis Pitta,BAL,27,TE,16,5,94,61,64.90%,669,11,7,29,61,7.1,3.8,41.8,0,2012
197,Dennis Pitta,BAL,28,TE,4,1,33,20,60.60%,169,8.5,1,11,18,5.1,5,42.3,0,2013
224,Dennis Pitta,BAL,29,TE,3,3,21,16,76.20%,125,7.8,0,7,24,6,5.3,41.7,0,2014
14,Dennis Pitta,BAL,31,TE,16,12,121,86,71.10%,729,8.5,2,37,30,6,5.4,45.6,1,2016
394,Deon Yelder,KAN,24,TE,9,1,4,3,75.00%,50,16.7,0,2,24,12.5,0.3,5.6,0,2019
339,Deon Yelder,KAN,25,TE,14,1,11,7,63.60%,36,5.1,0,2,12,3.3,0.5,2.6,0,2020
511,Deon Yelder,TAM,26,TE,5,0,1,1,100.00%,0,0,0,0,0,0,0.2,0,0,2021
273,Derek Carrier,SFO,24,TE,11,1,14,9,64.30%,105,11.7,0,4,23,7.5,0.8,9.5,1,2014
224,Derek Carrier,WAS,25,TE,12,12,22,17,77.30%,141,8.3,1,4,20,6.4,1.4,11.8,0,2015
396,Derek Carrier,WAS,26,TE,8,0,2,2,100.00%,10,5,0,0,6,5,0.3,1.3,0,2016
295,Derek Carrier,LAR,27,TE,14,3,11,8,72.70%,71,8.9,0,4,17,6.5,0.6,5.1,0,2017
323,Derek Carrier,OAK,28,TE,16,2,12,7,58.30%,67,9.6,1,3,23,5.6,0.4,4.2,0,2018
244,Derek Carrier,OAK,29,TE,16,4,19,13,68.40%,108,8.3,1,4,25,5.7,0.8,6.8,0,2019
441,Derek Carrier,LVR,30,TE,16,0,1,1,100.00%,14,14,0,1,14,14,0.1,0.9,0,2020
428,Derek Carrier,LVR,31,TE,5,1,2,2,100.00%,13,6.5,0,0,9,6.5,0.4,2.6,0,2021
261,Derek Fine,BUF,25,TE,10,5,12,10,83.30%,94,9.4,1,6,20,7.8,1,9.4,0,2008
261,Derek Fine,BUF,26,TE,8,6,18,9,50.00%,64,7.1,0,1,11,3.6,1.1,8,0,2009
397,Derek Rackley,ATL,24,TE,16,0,1,1,100.00%,1,1,1,1,1,1,0.1,0.1,0,2001
363,Derek Schouman,BUF,22,TE,3,1,3,3,100.00%,19,6.3,0,1,10,6.3,1,6.3,0,2007
211,Derek Schouman,BUF,23,TE,16,12,20,15,75.00%,153,10.2,1,8,21,7.7,0.9,9.6,1,2008
269,Derek Schouman,BUF,24,TE,2,2,11,9,81.80%,103,11.4,0,4,27,9.4,4.5,51.5,0,2009
130,Desmond Clark,DEN,23,TE,16,2,38,27,71.10%,339,12.6,3,18,44,8.9,1.7,21.2,0,2000
63,Desmond Clark,DEN,24,TE,16,4,76,51,67.10%,566,11.1,6,0,39,7.4,3.2,35.4,3,2001
349,Desmond Clark,MIA,25,TE,11,0,3,2,66.70%,42,21,0,2,26,14,0.2,3.8,0,2002
78,Desmond Clark,CHI,26,TE,15,15,71,44,62.00%,433,9.8,2,23,31,6.1,2.9,28.9,2,2003
154,Desmond Clark,CHI,27,TE,15,13,49,24,49.00%,282,11.8,1,14,31,5.8,1.6,18.8,1,2004
153,Desmond Clark,CHI,28,TE,16,16,49,24,49.00%,229,9.5,2,16,31,4.7,1.5,14.3,0,2005
73,Desmond Clark,CHI,29,TE,16,16,80,45,56.30%,626,13.9,6,35,33,7.8,2.8,39.1,0,2006
86,Desmond Clark,CHI,30,TE,16,16,67,44,65.70%,545,12.4,4,25,52,8.1,2.8,34.1,1,2007
88,Desmond Clark,CHI,31,TE,16,16,73,41,56.20%,367,9,1,18,35,5,2.6,22.9,1,2008
188,Desmond Clark,CHI,32,TE,11,7,34,19,55.90%,145,7.6,2,7,26,4.3,1.7,13.2,0,2009
403,Desmond Clark,CHI,33,TE,5,0,2,1,50.00%,12,12,0,1,12,6,0.2,2.4,0,2010
412,Devin Asiasi,NWE,23,TE,9,3,7,2,28.60%,39,19.5,1,2,26,5.6,0.2,4.3,0,2020
401,Devin Asiasi,CIN,25,TE,12,0,4,2,50.00%,5,2.5,0,0,6,1.3,0.2,0.4,0,2022
322,Dion Sims,MIA,22,TE,15,5,10,6,60.00%,32,5.3,1,3,8,3.2,0.4,2.1,0,2013
176,Dion Sims,MIA,23,TE,14,2,36,24,66.70%,284,11.8,2,13,38,7.9,1.7,20.3,0,2014
221,Dion Sims,MIA,24,TE,13,4,25,18,72.00%,127,7.1,1,7,22,5.1,1.4,9.8,1,2015
169,Dion Sims,MIA,25,TE,14,11,35,26,74.30%,256,9.8,4,14,28,7.3,1.9,18.3,0,2016
236,Dion Sims,CHI,26,TE,14,14,29,15,51.70%,180,12,1,9,27,6.2,1.1,12.9,0,2017
422,Dion Sims,CHI,27,TE,8,4,4,2,50.00%,9,4.5,0,0,9,2.3,0.3,1.1,0,2018
353,Dominique Byrd,STL,22,TE,5,0,3,2,66.70%,39,19.5,1,2,27,13,0.4,7.8,0,2006
337,Dominique Byrd,STL,23,TE,9,0,5,4,80.00%,44,11,0,2,14,8.8,0.4,4.9,0,2007
421,Dominique Dafney,GNB,23,TE,5,2,2,2,100.00%,26,13,1,2,13,13,0.4,5.2,0,2020
430,Dominique Dafney,GNB,24,TE,10,2,4,2,50.00%,34,17,0,2,26,8.5,0.2,3.4,0,2021
433,Dominique Jones,IND,25,TE,4,1,1,1,100.00%,8,8,0,0,8,8,0.3,2,0,2012
396,Dominique Jones,2TM,26,TE,8,2,3,2,66.70%,34,17,0,0,21,11.3,0.3,4.3,0,2013
313,Dominique Jones,MIA,29,TE,9,2,10,7,70.00%,61,8.7,1,3,24,6.1,0.8,6.8,0,2016
286,Donald Lee,MIA,23,TE,16,5,11,7,63.60%,110,15.7,1,5,25,10,0.4,6.9,0,2003
232,Donald Lee,MIA,24,TE,16,10,20,13,65.00%,110,8.5,1,6,15,5.5,0.8,6.9,2,2004
114,Donald Lee,GNB,25,TE,15,5,55,33,60.00%,294,8.9,2,16,27,5.3,2.2,19.6,0,2005
253,Donald Lee,GNB,26,TE,15,2,21,10,47.60%,150,15,0,8,32,7.1,0.7,10,0,2006
74,Donald Lee,GNB,27,TE,15,12,63,48,76.20%,575,12,6,29,60,9.1,3.2,38.3,1,2007
98,Donald Lee,GNB,28,TE,16,14,50,39,78.00%,303,7.8,5,12,26,6.1,2.4,18.9,0,2008
113,Donald Lee,GNB,29,TE,16,10,54,37,68.50%,260,7,1,11,19,4.8,2.3,16.3,0,2009
255,Donald Lee,GNB,30,TE,15,6,12,11,91.70%,73,6.6,3,6,17,6.1,0.7,4.9,1,2010
260,Donald Lee,CIN,31,TE,9,4,13,11,84.60%,115,10.5,0,5,26,8.8,1.2,12.8,0,2011
299,Donald Parham,LAC,23,TE,13,5,20,10,50.00%,159,15.9,3,8,26,8,0.8,12.2,0,2020
223,Donald Parham,LAC,24,TE,14,9,27,20,74.10%,190,9.5,3,13,22,7,1.4,13.6,0,2021
285,Donald Parham,LAC,25,TE,6,1,12,10,83.30%,130,13,1,5,24,10.8,1.7,21.7,0,2022
271,Dorin Dickerson,BUF,24,TE,11,0,15,9,60.00%,117,13,0,5,24,7.8,0.8,10.6,1,2012
383,Dorin Dickerson,DET,25,TE,5,0,5,2,40.00%,34,17,0,1,26,6.8,0.4,6.8,0,2013
129,Doug Jolley,OAK,23,TE,16,3,37,32,86.50%,409,12.8,2,20,33,11.1,2,25.6,0,2002
124,Doug Jolley,OAK,24,TE,15,9,54,31,57.40%,250,8.1,1,11,26,4.6,2.1,16.7,0,2003
138,Doug Jolley,OAK,25,TE,16,13,48,27,56.30%,313,11.6,2,14,34,6.5,1.7,19.6,0,2004
131,Doug Jolley,NYJ,26,TE,16,7,50,29,58.00%,324,11.2,1,17,60,6.5,1.8,20.3,1,2005
396,Doug Jolley,TAM,27,TE,11,0,2,1,50.00%,7,7,0,0,7,3.5,0.1,0.6,0,2006
349,Drew Sample,CIN,23,TE,9,2,6,5,83.30%,30,6,0,1,21,5,0.6,3.3,0,2019
106,Drew Sample,CIN,24,TE,16,13,53,40,75.50%,349,8.7,1,16,23,6.6,2.5,21.8,1,2020
285,Drew Sample,CIN,25,TE,17,8,15,11,73.30%,81,7.4,0,3,19,5.4,0.6,4.8,0,2021
431,Drew Sample,CIN,26,TE,2,2,2,2,100.00%,-2,-1,0,0,2,-1,1,-1,0,2022
340,Durham Smythe,MIA,23,TE,15,2,11,6,54.50%,50,8.3,0,2,21,4.5,0.4,3.3,0,2018
321,Durham Smythe,MIA,24,TE,16,14,14,7,50.00%,65,9.3,0,2,24,4.6,0.4,4.1,0,2019
171,Durham Smythe,MIA,25,TE,15,13,29,26,89.70%,208,8,2,13,19,7.2,1.7,13.9,0,2020
142,Durham Smythe,MIA,26,TE,17,12,41,34,82.90%,357,10.5,0,15,25,8.7,2,21,0,2021
241,Durham Smythe,MIA,27,TE,16,15,20,15,75.00%,129,8.6,1,7,26,6.5,0.9,8.1,0,2022
69,Dustin Keller,NYJ,24,TE,16,6,78,48,61.50%,535,11.1,3,32,54,6.9,3,33.4,0,2008
85,Dustin Keller,NYJ,25,TE,16,12,82,45,54.90%,522,11.6,2,27,40,6.4,2.8,32.6,1,2009
54,Dustin Keller,NYJ,26,TE,16,13,100,55,55.00%,687,12.5,5,33,41,6.9,3.4,42.9,0,2010
35,Dustin Keller,NYJ,27,TE,16,12,115,65,56.50%,815,12.5,5,39,41,7.1,4.1,50.9,1,2011
146,Dustin Keller,NYJ,28,TE,8,5,36,28,77.80%,317,11.3,2,18,32,8.8,3.5,39.6,0,2012
381,Dustin Lyman,CHI,24,TE,14,7,3,1,33.30%,4,4,0,0,4,1.3,0.1,0.3,0,2000
230,Dustin Lyman,CHI,26,TE,12,3,20,14,70.00%,121,8.6,2,6,21,6.1,1.2,10.1,0,2002
249,Dustin Lyman,CHI,27,TE,9,1,13,11,84.60%,80,7.3,0,4,12,6.2,1.2,8.9,0,2003
247,Dustin Lyman,CHI,28,TE,16,10,23,11,47.80%,73,6.6,1,3,13,3.2,0.7,4.6,0,2004
85,Dwayne Allen,IND,22,TE,16,16,66,45,68.20%,521,11.6,3,30,40,7.9,2.8,32.6,1,2012
414,Dwayne Allen,IND,23,TE,1,1,2,1,50.00%,20,20,1,1,20,10,1,20,0,2013
145,Dwayne Allen,IND,24,TE,13,13,50,29,58.00%,395,13.6,8,24,41,7.9,2.2,30.4,1,2014
233,Dwayne Allen,IND,25,TE,13,12,29,16,55.20%,109,6.8,1,4,21,3.8,1.2,8.4,0,2015
128,Dwayne Allen,IND,26,TE,14,14,52,35,67.30%,406,11.6,6,25,23,7.8,2.5,29,1,2016
272,Dwayne Allen,NWE,27,TE,16,8,22,10,45.50%,86,8.6,1,5,22,3.9,0.6,5.4,0,2017
378,Dwayne Allen,NWE,28,TE,13,8,4,3,75.00%,27,9,0,2,21,6.8,0.2,2.1,0,2018
329,Dwayne Blakley,ATL,25,TE,15,1,8,4,50.00%,35,8.8,0,2,13,4.4,0.3,2.3,0,2004
319,Dwayne Blakley,ATL,26,TE,16,1,7,4,57.10%,30,7.5,1,3,10,4.3,0.3,1.9,0,2005
298,Dwayne Blakley,ATL,27,TE,16,4,14,6,42.90%,76,12.7,0,4,28,5.4,0.4,4.8,0,2006
292,Dwayne Blakley,ATL,28,TE,12,3,9,7,77.80%,48,6.9,0,2,11,5.3,0.6,4,0,2007
68,Dwayne Carswell,DEN,28,TE,16,16,64,49,76.60%,495,10.1,3,27,43,7.7,3.1,30.9,0,2000
170,Dwayne Carswell,DEN,30,TE,16,7,29,21,72.40%,189,9,1,9,19,6.5,1.3,11.8,0,2002
297,Dwayne Carswell,DEN,31,TE,16,10,18,6,33.30%,53,8.8,1,3,19,2.9,0.4,3.3,0,2003
162,Dwayne Carswell,DEN,32,TE,15,14,36,22,61.10%,198,9,1,10,20,5.5,1.5,13.2,0,2004
364,Dwayne Carswell,DEN,33,TE,7,0,2,2,100.00%,3,1.5,2,2,2,1.5,0.3,0.4,0,2005
102,Dwayne Carswell*,DEN,29,TE,16,16,56,34,60.70%,299,8.8,4,18,25,5.3,2.1,18.7,0,2001
420,E.J. Bibbs,CLE,24,TE,7,0,2,1,50.00%,7,7,0,0,7,3.5,0.1,1,0,2015
251,Ed Dickson,BAL,23,TE,15,3,23,11,47.80%,152,13.8,1,5,58,6.6,0.7,10.1,0,2010
54,Ed Dickson,BAL,24,TE,16,16,89,54,60.70%,528,9.8,5,30,25,5.9,3.4,33,0,2011
178,Ed Dickson,BAL,25,TE,13,11,33,21,63.60%,225,10.7,0,11,40,6.8,1.6,17.3,0,2012
170,Ed Dickson,BAL,26,TE,16,14,43,25,58.10%,273,10.9,1,16,43,6.3,1.6,17.1,0,2013
261,Ed Dickson,CAR,27,TE,16,10,17,10,58.80%,115,11.5,1,9,34,6.8,0.6,7.2,1,2014
226,Ed Dickson,CAR,28,TE,16,11,26,17,65.40%,121,7.1,2,10,17,4.7,1.1,7.6,0,2015
275,Ed Dickson,CAR,29,TE,16,8,19,10,52.60%,134,13.4,1,7,28,7.1,0.6,8.4,0,2016
137,Ed Dickson,CAR,30,TE,16,12,48,30,62.50%,437,14.6,1,22,64,9.1,1.9,27.3,0,2017
265,Ed Dickson,SEA,31,TE,10,1,13,12,92.30%,143,11.9,3,6,42,11,1.2,14.3,0,2018
397,Emanuel Byrd,GNB,23,TE,1,0,2,2,100.00%,31,15.5,0,1,29,15.5,2,31,0,2017
433,Eric Beverly,ATL,31,TE,16,2,3,0,0.00%,0,,0,0,0,0,0,0,,2005
386,Eric Beverly,ATL,32,TE,16,2,1,1,100.00%,0,0,0,0,0,0,0.1,0,0,2006
161,Eric Bjornson,NWE,29,TE,8,6,33,20,60.60%,152,7.6,2,11,19,4.6,2.5,19,0,2000
164,Eric Ebron,DET,21,TE,13,7,47,25,53.20%,248,9.9,1,14,22,5.3,1.9,19.1,0,2014
78,Eric Ebron,DET,22,TE,14,8,70,47,67.10%,537,11.4,5,27,55,7.7,3.4,38.4,0,2015
53,Eric Ebron,DET,23,TE,13,13,85,61,71.80%,711,11.7,1,37,61,8.4,4.7,54.7,0,2016
64,Eric Ebron,DET,24,TE,16,9,86,53,61.60%,574,10.8,4,31,44,6.7,3.3,35.9,1,2017
142,Eric Ebron,IND,26,TE,11,2,52,31,59.60%,375,12.1,3,20,48,7.2,2.8,34.1,0,2019
57,Eric Ebron,PIT,27,TE,15,9,91,56,61.50%,558,10,5,30,27,6.1,3.7,37.2,1,2020
269,Eric Ebron,PIT,28,TE,8,3,18,12,66.70%,84,7,1,6,19,4.7,1.5,10.5,0,2021
38,Eric Ebron*,IND,25,TE,16,8,110,66,60.00%,750,11.4,13,39,53,6.8,4.1,46.9,1,2018
317,Eric Edwards,ARI,24,TE,16,1,8,5,62.50%,51,10.2,0,4,19,6.4,0.3,3.2,0,2004
236,Eric Edwards,ARI,25,TE,16,9,17,12,70.60%,133,11.1,1,4,63,7.8,0.8,8.3,0,2005
83,Eric Johnson,SFO,22,TE,16,14,64,40,62.50%,362,9.1,3,22,24,5.7,2.5,22.6,1,2001
116,Eric Johnson,SFO,23,TE,12,10,65,36,55.40%,321,8.9,0,12,38,4.9,3,26.8,0,2002
15,Eric Johnson,SFO,25,TE,16,14,117,82,70.10%,825,10.1,2,46,25,7.1,5.1,51.6,1,2004
107,Eric Johnson,SFO,27,TE,13,9,49,34,69.40%,292,8.6,2,15,26,6,2.6,22.5,0,2006
73,Eric Johnson,NOR,28,TE,14,12,63,48,76.20%,378,7.9,2,19,22,6,3.4,27,1,2007
358,Eric Saubert,ATL,24,TE,16,1,9,5,55.60%,48,9.6,0,2,17,5.3,0.3,3,0,2018
424,Eric Saubert,CHI,25,TE,2,0,3,2,66.70%,21,10.5,0,1,11,7,1,10.5,0,2019
405,Eric Saubert,JAX,26,TE,8,4,4,3,75.00%,16,5.3,0,0,9,4,0.4,2,0,2020
318,Eric Saubert,DEN,27,TE,17,4,12,8,66.70%,47,5.9,1,2,11,3.9,0.5,2.8,0,2021
240,Eric Saubert,DEN,28,TE,17,6,24,15,62.50%,148,9.9,1,6,25,6.2,0.9,8.7,0,2022
305,Eric Tomlinson,NYJ,25,TE,14,12,11,8,72.70%,121,15.1,1,4,34,11,0.6,8.6,0,2017
319,Eric Tomlinson,NYJ,26,TE,15,12,14,8,57.10%,72,9,0,3,24,5.1,0.5,4.8,0,2018
485,Eric Tomlinson,3TM,27,TE,8,3,1,1,100.00%,1,1,0,0,1,1,0.1,0.1,0,2019
524,Eric Tomlinson,2TM,28,TE,7,2,1,0,0.00%,0,,0,0,0,0,0,0,,2020
505,Eric Tomlinson,BAL,29,TE,17,7,1,1,100.00%,7,7,0,0,7,7,0.1,0.4,0,2021
304,Eric Tomlinson,DEN,30,TE,17,12,13,9,69.20%,79,8.8,2,5,18,6.1,0.5,4.6,0,2022
246,Erik Lorig,TAM,26,TE,16,7,19,12,63.20%,83,6.9,1,6,16,4.4,0.8,5.2,0,2012
236,Erik Swoope,IND,24,TE,16,4,22,15,68.20%,297,19.8,1,12,45,13.5,0.9,18.6,0,2016
318,Erik Swoope,IND,26,TE,7,2,10,8,80.00%,87,10.9,3,5,26,8.7,1.1,12.4,0,2018
247,Ernest Wilford,JAX,30,TE,15,7,21,11,52.40%,123,11.2,1,5,30,5.9,0.7,8.2,0,2009
285,Ernie Conwell,STL,28,TE,16,1,9,5,55.60%,40,8,0,3,17,4.4,0.3,2.5,0,2000
89,Ernie Conwell,STL,29,TE,16,14,52,38,73.10%,431,11.3,4,19,47,8.3,2.4,26.9,2,2001
122,Ernie Conwell,STL,30,TE,16,11,48,34,70.80%,419,12.3,2,18,52,8.7,2.1,26.2,0,2002
141,Ernie Conwell,NOR,31,TE,10,10,44,26,59.10%,290,11.2,2,15,32,6.6,2.6,29,1,2003
