,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb,Years
72,71,Samkon Gado,2TM,25,RB,8,2,53,150,4,0,20,2.8,18.8,1,2007
239,233,Samkon Gado,STL,26,RB,1,0,2,4,0,0,3,2,4,0,2008
147,144,Samkon Gado,STL,27,RB,15,0,14,26,0,4,11,1.9,1.7,0,2009
40,40,Sammy Morris,BUF,23,RB,12,8,93,341,5,28,32,3.7,28.4,2,2000
119,117,Sammy Morris,BUF,24,RB,16,1,20,72,0,2,10,3.6,4.5,1,2001
259,252,Sammy Morris,BUF,25,RB,16,0,2,5,0,0,5,2.5,0.3,0,2002
131,128,Sammy Morris,BUF,26,RB,9,0,19,70,1,7,12,3.7,7.8,0,2003
36,36,Sammy Morris,MIA,27,RB,13,8,132,523,6,33,35,4,40.2,1,2004
138,135,Sammy Morris,MIA,28,RB,16,2,16,58,1,3,9,3.6,3.6,0,2005
52,52,Sammy Morris,MIA,29,RB,12,4,92,400,1,17,55,4.3,33.3,4,2006
54,54,Sammy Morris,NWE,30,RB,6,2,85,384,3,24,49,4.5,64,0,2007
33,33,Sammy Morris,NWE,31,RB,13,7,156,727,7,46,35,4.7,55.9,1,2008
62,61,Sammy Morris,NWE,32,RB,12,5,73,319,2,19,55,4.4,26.6,2,2009
129,126,Sammy Morris,NWE,33,RB,16,0,20,56,0,6,9,2.8,3.5,1,2010
110,108,Sammy Morris,DAL,34,RB,3,0,28,98,0,7,15,3.5,32.7,0,2011
17,18,Saquon Barkley,NYG,22,RB,13,13,217,1003,6,45,68,4.6,77.2,1,2019
138,135,Saquon Barkley,NYG,23,RB,2,2,19,34,0,1,18,1.8,17,0,2020
25,26,Saquon Barkley,NYG,24,RB,13,13,162,593,2,27,41,3.7,45.6,2,2021
1,2,Saquon Barkley*,NYG,21,RB,16,16,261,1307,11,50,78,5,81.7,0,2018
3,4,Saquon Barkley*,NYG,25,RB,16,16,295,1312,10,62,68,4.4,82,1,2022
296,288,Scottie Phillips,HOU,23,RB,8,0,2,9,0,0,5,4.5,1.1,0,2020
213,208,Scottie Phillips,HOU,24,RB,3,0,6,13,0,1,4,2.2,4.3,0,2021
157,153,Sedrick Irvin,DET,22,RB,6,0,9,49,0,1,32,5.4,8.2,1,2000
40,40,Selvin Young,DEN,24,RB,15,8,140,729,1,24,50,5.2,48.6,2,2007
74,73,Selvin Young,DEN,25,RB,8,5,61,303,1,11,49,5,37.9,1,2008
174,170,Senorise Perry,MIA,26,RB,16,0,8,30,0,2,12,3.8,1.9,0,2017
243,237,Senorise Perry,BUF,28,RB,11,0,3,3,0,0,6,1,0.3,0,2019
295,287,Senorise Perry,TEN,29,RB,7,0,2,9,0,1,6,4.5,1.3,0,2020
149,146,Shane Vereen,NWE,22,RB,5,0,15,57,1,2,19,3.8,11.4,0,2011
69,68,Shane Vereen,NWE,23,RB,13,1,62,251,3,15,16,4,19.3,1,2012
93,91,Shane Vereen,NWE,24,RB,8,1,44,208,1,12,21,4.7,26,1,2013
47,47,Shane Vereen,NWE,25,RB,16,6,96,391,2,15,19,4.1,24.4,0,2014
69,68,Shane Vereen,NYG,26,RB,16,0,61,260,0,16,39,4.3,16.3,1,2015
104,102,Shane Vereen,NYG,27,RB,5,1,33,158,1,9,25,4.8,31.6,2,2016
94,92,Shane Vereen,NYG,28,RB,16,0,45,164,0,3,17,3.6,10.3,0,2017
85,84,Shaud Williams,BUF,24,RB,4,0,42,167,2,9,27,4,41.8,1,2004
79,78,Shaud Williams,BUF,25,RB,16,0,45,161,0,7,28,3.6,10.1,0,2005
267,260,Shaud Williams,BUF,26,RB,5,0,2,2,0,0,2,1,0.4,0,2006
57,57,Shaun Alexander,SEA,23,RB,16,1,64,313,2,20,50,4.9,19.6,2,2000
8,9,Shaun Alexander,SEA,24,RB,16,12,309,1318,14,64,88,4.3,82.4,4,2001
9,10,Shaun Alexander,SEA,25,RB,16,16,295,1175,16,64,58,4,73.4,3,2002
16,17,Shaun Alexander,SEA,29,RB,10,10,252,896,7,54,33,3.6,89.6,6,2006
19,20,Shaun Alexander,SEA,30,RB,13,10,207,716,4,39,25,3.5,55.1,2,2007
150,147,Shaun Alexander,WAS,31,RB,4,0,11,24,0,0,8,2.2,6,0,2008
6,7,Shaun Alexander*,SEA,26,RB,16,15,326,1435,14,81,55,4.4,89.7,4,2003
2,3,Shaun Alexander*,SEA,27,RB,16,16,353,1696,16,78,44,4.8,106,5,2004
0,1,Shaun Alexander*+,SEA,28,RB,16,16,370,1880,27,109,88,5.1,117.5,5,2005
73,72,Shaun Draughn,KAN,25,RB,16,0,59,233,2,16,25,3.9,14.6,2,2012
200,195,Shaun Draughn,BAL,26,RB,3,0,4,2,0,1,3,0.5,0.7,0,2013
159,155,Shaun Draughn,3TM,27,RB,10,0,10,19,0,0,6,1.9,1.9,0,2014
57,57,Shaun Draughn,2TM,28,RB,11,6,78,273,1,0,30,3.5,24.8,1,2015
61,60,Shaun Draughn,SFO,29,RB,16,1,74,196,4,15,18,2.6,12.3,1,2016
203,198,Shaun Wilson,TAM,23,RB,5,0,6,29,0,0,9,4.8,5.8,0,2018
28,29,Shawn Bryson,BUF,24,RB,16,7,161,591,0,32,24,3.7,36.9,1,2000
49,49,Shawn Bryson,BUF,25,RB,15,3,80,341,2,9,68,4.3,22.7,0,2001
130,127,Shawn Bryson,BUF,26,RB,6,0,13,35,0,2,10,2.7,5.8,1,2002
31,31,Shawn Bryson,DET,27,RB,16,13,158,606,3,32,39,3.8,37.9,2,2003
80,79,Shawn Bryson,DET,28,RB,16,1,50,264,0,15,28,5.3,16.5,1,2004
61,60,Shawn Bryson,DET,29,RB,16,2,64,306,1,12,77,4.8,19.1,1,2005
235,229,Shawn Bryson,DET,30,RB,6,1,2,1,0,0,1,0.5,0.2,0,2006
48,48,Shonn Greene,NYJ,24,RB,14,0,108,540,2,24,33,5,38.6,3,2009
24,25,Shonn Greene,NYJ,25,RB,15,2,185,766,2,41,23,4.1,51.1,3,2010
11,12,Shonn Greene,NYJ,26,RB,16,15,253,1054,6,46,31,4.2,65.9,1,2011
8,9,Shonn Greene,NYJ,27,RB,16,14,276,1063,8,52,36,3.9,66.4,4,2012
57,57,Shonn Greene,TEN,28,RB,11,0,77,295,4,20,29,3.8,26.8,0,2013
48,48,Shonn Greene,TEN,29,RB,13,5,94,392,2,18,52,4.2,30.2,1,2014
123,120,Shyrone Stith,JAX,22,RB,14,0,20,55,1,3,12,2.8,3.9,1,2000
146,143,Silas Redd,WAS,22,RB,15,0,16,75,1,6,14,4.7,5,1,2014
98,96,Skip Hicks,WAS,26,RB,10,1,29,78,1,6,12,2.7,7.8,1,2000
68,67,Skip Hicks,TEN,27,RB,9,0,56,341,1,11,51,6.1,37.9,0,2001
172,168,Snoop Conner,JAX,22,RB,8,0,12,42,1,2,8,3.5,5.3,0,2022
13,14,Sony Michel,NWE,23,RB,13,8,209,931,6,54,34,4.5,71.6,1,2018
9,10,Sony Michel,NWE,24,RB,16,14,247,912,7,55,26,3.7,57,2,2019
69,68,Sony Michel,NWE,25,RB,9,6,79,449,1,19,48,5.7,49.9,0,2020
11,12,Sony Michel,LAR,26,RB,17,7,208,845,4,49,39,4.1,49.7,1,2021
101,99,Sony Michel,LAC,27,RB,10,0,36,106,0,8,12,2.9,10.6,0,2022
187,182,Spencer Brown,CAR,24,RB,2,0,9,43,0,1,7,4.8,21.5,0,2022
227,221,Spencer Ware,SEA,22,RB,2,0,3,10,0,1,5,3.3,5,0,2013
61,60,Spencer Ware,KAN,24,RB,11,2,72,403,6,20,52,5.6,36.6,0,2015
17,18,Spencer Ware,KAN,25,RB,14,14,214,921,3,50,46,4.3,65.8,4,2016
81,80,Spencer Ware,KAN,27,RB,13,2,51,246,2,14,34,4.8,18.9,0,2018
137,134,Spencer Ware,KAN,28,RB,3,1,17,51,0,3,6,3,17,1,2019
64,63,Stacey Mack,JAX,25,RB,6,2,54,145,1,10,14,2.7,24.2,3,2000
20,21,Stacey Mack,JAX,26,RB,16,11,213,877,9,50,54,4.1,54.8,3,2001
47,47,Stacey Mack,JAX,27,RB,16,0,98,436,9,38,23,4.4,27.3,0,2002
48,48,Stacey Mack,HOU,28,RB,8,5,93,253,4,15,13,2.7,31.6,2,2003
183,179,Stanley Havili,PHI,25,RB,15,2,6,22,1,1,8,3.7,1.5,0,2012
173,169,Stanley Havili,IND,26,RB,13,8,7,7,0,1,4,1,0.5,0,2013
146,143,Stefan Logan,DET,29,RB,16,0,15,95,0,5,21,6.3,5.9,3,2010
173,169,Stefan Logan,DET,30,RB,16,1,9,32,0,2,16,3.6,2,6,2011
228,222,Stefan Logan,DET,31,RB,16,0,3,17,0,1,13,5.7,1.1,6,2012
102,100,Stepfan Taylor,ARI,22,RB,16,0,36,115,0,6,15,3.2,7.2,0,2013
71,70,Stepfan Taylor,ARI,23,RB,14,4,63,208,1,13,21,3.3,14.9,0,2014
149,146,Stepfan Taylor,ARI,24,RB,16,0,17,58,0,5,16,3.4,3.6,0,2015
219,213,Stepfan Taylor,ARI,25,RB,15,0,4,12,0,1,12,3,0.8,0,2016
0,1,Stephen Davis,WAS,27,RB,16,16,356,1432,5,75,32,4,89.5,6,2001
26,27,Stephen Davis,WAS,28,RB,12,12,207,820,7,49,33,4,68.3,4,2002
112,110,Stephen Davis,CAR,30,RB,2,2,24,92,0,5,12,3.8,46,0,2004
26,27,Stephen Davis,CAR,31,RB,13,11,180,549,12,32,39,3.1,42.2,2,2005
75,74,Stephen Davis,STL,32,RB,15,0,40,177,0,10,16,4.4,11.8,1,2006
4,5,Stephen Davis*,WAS,26,RB,15,15,332,1318,11,72,50,4,87.9,4,2000
9,10,Stephen Davis*,CAR,29,RB,14,14,318,1444,8,69,40,4.5,103.1,3,2003
56,56,Stevan Ridley,NWE,22,RB,16,2,87,441,1,18,33,5.1,27.6,1,2011
5,6,Stevan Ridley,NWE,23,RB,16,12,290,1263,12,83,41,4.4,78.9,4,2012
25,26,Stevan Ridley,NWE,24,RB,14,6,178,773,7,40,29,4.3,55.2,4,2013
50,50,Stevan Ridley,NWE,25,RB,6,5,94,340,2,17,43,3.6,56.7,0,2014
102,100,Stevan Ridley,NYJ,26,RB,8,1,36,90,0,5,13,2.5,11.3,0,2015
236,230,Stevan Ridley,ATL,27,RB,1,0,3,7,0,1,7,2.3,7,0,2016
119,117,Stevan Ridley,PIT,28,RB,2,1,26,108,1,6,21,4.2,54,0,2017
115,113,Stevan Ridley,PIT,29,RB,10,0,29,80,1,3,12,2.8,8,2,2018
9,10,Steve Slaton,HOU,22,RB,16,15,268,1282,9,62,71,4.8,80.1,3,2008
38,38,Steve Slaton,HOU,23,RB,11,10,131,437,3,27,32,3.3,39.7,7,2009
133,130,Steve Slaton,HOU,24,RB,12,1,19,93,0,4,23,4.9,7.8,0,2010
116,114,Steve Slaton,2TM,25,RB,6,0,24,84,1,0,28,3.5,14,0,2011
34,34,Steven Jackson,STL,21,RB,14,3,134,673,4,37,48,5,48.1,1,2004
16,17,Steven Jackson,STL,22,RB,15,15,254,1046,8,50,51,4.1,69.7,3,2005
14,15,Steven Jackson,STL,24,RB,12,12,237,1002,5,37,54,4.2,83.5,5,2007
10,11,Steven Jackson,STL,25,RB,12,11,253,1042,7,57,56,4.1,86.8,5,2008
9,10,Steven Jackson,STL,28,RB,15,15,260,1145,5,51,47,4.4,76.3,2,2011
12,13,Steven Jackson,STL,29,RB,16,16,258,1045,4,49,46,4.1,65.3,0,2012
32,32,Steven Jackson,ATL,30,RB,12,12,157,543,6,26,50,3.5,45.3,0,2013
18,19,Steven Jackson,ATL,31,RB,15,15,190,707,6,38,55,3.7,47.1,0,2014
133,130,Steven Jackson,NWE,32,RB,2,1,21,50,1,4,7,2.4,25,0,2015
2,3,Steven Jackson*,STL,23,RB,16,16,346,1528,13,73,59,4.4,95.5,4,2006
2,3,Steven Jackson*,STL,26,RB,15,15,324,1416,4,59,58,4.4,94.4,2,2009
1,2,Steven Jackson*,STL,27,RB,16,16,330,1241,6,60,42,3.8,77.6,1,2010
117,115,Storm Johnson,JAX,22,RB,6,1,29,86,2,5,20,3,14.3,0,2014
313,304,Sultan McCullough,WAS,23,RB,1,0,1,9,0,0,9,9,9,0,2003
38,38,T.J. Duckett,ATL,21,RB,12,3,130,507,4,31,33,3.9,42.3,0,2002
23,24,T.J. Duckett,ATL,22,RB,16,10,197,779,11,39,55,4,48.7,3,2003
44,44,T.J. Duckett,ATL,23,RB,13,0,104,509,8,30,35,4.9,39.2,2,2004
40,40,T.J. Duckett,ATL,24,RB,14,0,121,380,8,24,25,3.1,27.1,2,2005
78,77,T.J. Duckett,WAS,25,RB,10,0,38,132,2,9,19,3.5,13.2,1,2006
63,62,T.J. Duckett,DET,26,RB,12,1,65,335,3,16,53,5.2,27.9,1,2007
70,69,T.J. Duckett,SEA,27,RB,16,0,62,172,8,26,29,2.8,10.8,0,2008
23,24,T.J. Yeldon,JAX,22,RB,12,12,182,740,2,29,45,4.1,61.7,0,2015
32,32,T.J. Yeldon,JAX,23,RB,15,13,130,465,1,21,16,3.6,31,2,2016
87,86,T.J. Yeldon,JAX,24,RB,10,0,49,253,2,7,58,5.2,25.3,2,2017
48,48,T.J. Yeldon,JAX,25,RB,14,5,104,414,1,16,20,4,29.6,1,2018
139,136,T.J. Yeldon,BUF,26,RB,6,0,17,63,0,5,12,3.7,10.5,1,2019
174,170,T.J. Yeldon,BUF,27,RB,3,0,10,70,0,5,34,7,23.3,1,2020
142,139,Taiwan Jones,OAK,23,RB,10,0,16,73,0,2,14,4.6,7.3,0,2011
187,182,Taiwan Jones,OAK,24,RB,14,0,6,21,0,1,7,3.5,1.5,1,2012
192,187,Taiwan Jones,OAK,25,RB,16,0,5,23,0,1,19,4.6,1.4,2,2013
154,150,Taiwan Jones,OAK,27,RB,12,0,16,74,0,3,19,4.6,6.2,2,2015
306,298,Taiwan Jones,OAK,28,RB,13,0,1,-8,0,0,-8,-8,-0.6,0,2016
164,160,Taiwan Jones,HOU,31,RB,11,0,9,40,0,3,11,4.4,3.6,0,2019
170,166,Taquan Mizzell,CHI,25,RB,9,1,9,16,0,0,7,1.8,1.8,0,2018
52,52,Tarik Cohen,CHI,22,RB,16,4,87,370,2,19,46,4.3,23.1,3,2017
64,63,Tarik Cohen,CHI,24,RB,16,11,64,213,0,15,19,3.3,13.3,3,2019
150,147,Tarik Cohen,CHI,25,RB,3,0,14,74,0,3,17,5.3,24.7,0,2020
50,50,Tarik Cohen*+,CHI,23,RB,16,7,99,444,3,20,32,4.5,27.8,7,2018
52,52,Tashard Choice,DAL,24,RB,16,3,92,472,2,25,38,5.1,29.5,0,2008
67,66,Tashard Choice,DAL,25,RB,16,0,64,349,3,19,66,5.5,21.8,0,2009
62,61,Tashard Choice,DAL,26,RB,16,0,66,243,3,13,26,3.7,15.2,1,2010
76,75,Tashard Choice,3TM,27,RB,13,1,57,152,1,0,14,2.7,11.7,3,2011
85,84,Tashard Choice,BUF,28,RB,12,0,47,193,1,9,22,4.1,16.1,0,2012
87,86,Tashard Choice,2TM,29,RB,15,0,46,170,0,0,20,3.7,11.3,0,2013
54,54,Tatum Bell,DEN,23,RB,14,0,75,396,3,20,29,5.3,28.3,1,2004
28,29,Tatum Bell,DEN,24,RB,15,1,173,921,8,42,68,5.3,61.4,3,2005
21,22,Tatum Bell,DEN,25,RB,13,13,233,1025,2,47,51,4.4,78.8,5,2006
78,77,Tatum Bell,DET,26,RB,5,5,44,182,1,7,24,4.1,36.4,1,2007
82,81,Tatum Bell,DEN,27,RB,7,3,44,249,2,10,37,5.7,35.6,0,2008
304,296,Tauren Poole,3TM,25,RB,3,0,1,0,0,0,0,0,0,1,2014
22,23,Terrance West,CLE,23,RB,14,6,171,673,4,31,36,3.9,48.1,2,2014
68,67,Terrance West,2TM,24,RB,8,0,62,231,0,0,17,3.7,28.9,2,2015
21,22,Terrance West,BAL,25,RB,16,13,193,774,5,38,41,4,48.4,2,2016
100,98,Terrance West,BAL,26,RB,5,4,39,138,2,12,13,3.5,27.6,1,2017
47,47,Terrell Davis,DEN,28,RB,5,4,78,282,2,15,24,3.6,56.4,1,2000
27,28,Terrell Davis,DEN,29,RB,8,8,167,701,0,39,57,4.2,87.6,2,2001
35,35,Terrell Fletcher,SDG,27,RB,16,6,116,384,3,18,21,3.3,24,2,2000
105,103,Terrell Fletcher,SDG,28,RB,13,0,29,107,0,7,16,3.7,8.2,1,2001
100,98,Terrell Fletcher,SDG,29,RB,10,0,26,128,1,8,15,4.9,12.8,0,2002
168,164,Terrell Watson,PHI,23,RB,1,0,9,28,1,2,8,3.1,28,0,2016
207,202,Terrell Watson,PIT,24,RB,10,0,5,8,0,3,3,1.6,0.8,0,2017
254,247,Terrence Magee,BAL,22,RB,4,0,2,5,0,0,4,2.5,1.3,0,2015
231,225,Terrence Magee,SEA,23,RB,2,0,3,12,0,0,5,4,6,0,2016
117,115,Terron Ward,ATL,23,RB,13,0,29,95,1,5,13,3.3,7.3,0,2015
109,107,Terron Ward,ATL,24,RB,5,0,31,151,0,7,45,4.9,30.2,0,2016
114,112,Terron Ward,ATL,25,RB,14,0,30,129,0,7,17,4.3,9.2,1,2017
73,72,Terry Allen,NOR,32,RB,4,3,46,179,2,9,18,3.9,44.8,0,2000
26,27,Terry Allen,BAL,33,RB,11,8,168,658,3,32,26,3.9,59.8,1,2001
148,145,Terry Kirby,OAK,30,RB,2,0,11,51,0,2,28,4.6,25.5,0,2000
145,142,Terry Kirby,OAK,31,RB,11,0,10,49,0,4,20,4.9,4.5,1,2001
125,122,Terry Kirby,OAK,32,RB,6,0,16,51,0,5,13,3.2,8.5,2,2002
54,54,Tevin Coleman,ATL,22,RB,12,3,87,392,1,14,46,4.5,32.7,3,2015
35,35,Tevin Coleman,ATL,23,RB,13,0,118,520,8,25,55,4.4,40,1,2016
30,30,Tevin Coleman,ATL,24,RB,15,3,156,628,5,27,52,4,41.9,1,2017
22,23,Tevin Coleman,ATL,25,RB,16,14,167,800,4,36,65,4.8,50,2,2018
32,32,Tevin Coleman,SFO,26,RB,14,11,137,544,6,26,48,4,38.9,0,2019
125,122,Tevin Coleman,SFO,27,RB,8,1,28,53,0,3,12,1.9,6.6,0,2020
61,60,Tevin Coleman,NYJ,28,RB,11,5,84,356,0,19,20,4.2,32.4,0,2021
171,167,Tevin Coleman,SFO,29,RB,5,0,12,26,1,2,14,2.2,5.2,0,2022
163,159,Theo Riddick,DET,22,RB,14,0,9,25,1,2,7,2.8,1.8,0,2013
136,133,Theo Riddick,DET,23,RB,14,2,20,51,0,2,9,2.6,3.6,0,2014
97,95,Theo Riddick,DET,24,RB,16,1,43,133,0,6,16,3.1,8.3,1,2015
47,47,Theo Riddick,DET,25,RB,10,8,92,357,1,21,42,3.9,35.7,0,2016
53,53,Theo Riddick,DET,26,RB,16,5,84,286,3,12,21,3.4,17.9,1,2017
100,98,Theo Riddick,DET,27,RB,14,3,40,171,0,8,19,4.3,12.2,0,2018
213,208,Theo Riddick,LVR,29,RB,4,0,6,14,0,1,11,2.3,3.5,0,2020
177,173,Thomas Clayton,2TM,26,RB,3,0,7,17,0,0,5,2.4,5.7,0,2010
174,170,Thomas Clayton,CLE,27,RB,3,0,8,12,0,1,4,1.5,4,0,2011
37,37,Thomas Jones,ARI,22,RB,14,4,112,373,2,23,29,3.3,26.6,4,2000
43,43,Thomas Jones,ARI,23,RB,16,2,112,380,5,22,21,3.4,23.8,2,2001
37,37,Thomas Jones,ARI,24,RB,9,9,138,511,2,24,58,3.7,56.8,3,2002
35,35,Thomas Jones,TAM,25,RB,16,3,137,627,3,24,61,4.6,39.2,4,2003
19,20,Thomas Jones,CHI,26,RB,14,14,240,948,7,49,54,4,67.7,2,2004
8,9,Thomas Jones,CHI,27,RB,15,15,314,1335,9,63,42,4.3,89,2,2005
10,11,Thomas Jones,CHI,28,RB,16,16,296,1210,6,63,30,4.1,75.6,1,2006
4,5,Thomas Jones,NYJ,29,RB,16,14,310,1119,1,57,36,3.6,69.9,2,2007
1,2,Thomas Jones,NYJ,31,RB,16,16,331,1402,14,66,71,4.2,87.6,2,2009
11,12,Thomas Jones,KAN,32,RB,16,10,245,896,6,39,70,3.7,56,3,2010
28,29,Thomas Jones,KAN,33,RB,16,8,153,478,0,19,26,3.1,29.9,0,2011
6,7,Thomas Jones*,NYJ,30,RB,16,14,290,1312,13,63,59,4.5,82,2,2008
33,33,Thomas Rawls,SEA,22,RB,13,7,147,830,4,37,69,5.6,63.8,1,2015
40,40,Thomas Rawls,SEA,23,RB,9,7,109,349,3,22,45,3.2,38.8,0,2016
79,78,Thomas Rawls,SEA,24,RB,12,3,58,157,0,6,23,2.7,13.1,1,2017
102,100,Thurman Thomas,MIA,34,RB,9,0,28,136,0,7,25,4.9,15.1,1,2000
23,24,Tiki Barber,NYG,25,RB,16,12,213,1006,8,39,78,4.7,62.9,9,2000
28,29,Tiki Barber,NYG,26,RB,14,9,166,865,4,40,36,5.2,61.8,8,2001
8,9,Tiki Barber,NYG,27,RB,16,15,304,1387,11,71,70,4.6,86.7,9,2002
14,15,Tiki Barber,NYG,28,RB,16,16,278,1216,2,68,27,4.4,76,9,2003
7,8,Tiki Barber*,NYG,29,RB,16,14,322,1518,13,82,72,4.7,94.9,5,2004
6,7,Tiki Barber*,NYG,31,RB,16,16,327,1662,5,79,55,5.1,103.9,3,2006
2,3,Tiki Barber*+,NYG,30,RB,16,16,357,1860,9,74,95,5.2,116.3,1,2005
25,26,Tim Biakabutuka,CAR,26,RB,12,11,173,627,2,29,43,3.6,52.3,4,2000
70,69,Tim Biakabutuka,CAR,27,RB,5,4,53,230,1,9,27,4.3,46,3,2001
145,142,Tim Castille,KAN,25,RB,7,0,14,55,0,3,16,3.9,7.9,1,2009
190,185,Tim Castille,KAN,26,RB,10,4,5,3,0,0,3,0.6,0.3,0,2010
36,36,Tim Hightower,ARI,22,RB,16,7,143,399,10,34,30,2.8,24.9,2,2008
35,35,Tim Hightower,ARI,23,RB,16,16,143,598,8,33,50,4.2,37.4,5,2009
35,35,Tim Hightower,ARI,24,RB,16,13,153,736,5,32,80,4.8,46,5,2010
61,60,Tim Hightower,WAS,25,RB,5,5,84,321,1,13,22,3.8,64.2,0,2011
50,50,Tim Hightower,NOR,29,RB,8,3,96,375,4,24,26,3.9,46.9,0,2015
30,30,Tim Hightower,NOR,30,RB,16,1,133,548,4,32,30,4.1,34.3,0,2016
96,94,Tion Green,DET,24,RB,5,0,42,165,2,9,33,3.9,33,0,2017
55,55,Toby Gerhart,MIN,23,RB,15,1,81,322,1,14,21,4,21.5,3,2010
50,50,Toby Gerhart,MIN,24,RB,16,5,109,531,1,26,67,4.9,33.2,1,2011
81,80,Toby Gerhart,MIN,25,RB,16,0,50,169,1,11,22,3.4,10.6,2,2012
101,99,Toby Gerhart,MIN,26,RB,14,0,36,283,2,13,41,7.9,20.2,1,2013
46,46,Toby Gerhart,JAX,27,RB,14,7,101,326,2,23,23,3.2,23.3,1,2014
135,132,Toby Gerhart,JAX,28,RB,7,1,20,44,0,3,6,2.2,6.3,0,2015
4,5,Todd Gurley,LAR,22,RB,16,16,278,885,6,49,24,3.2,55.3,2,2016
16,17,Todd Gurley,LAR,25,RB,15,15,223,857,12,51,25,3.8,57.1,3,2019
11,12,Todd Gurley,ATL,26,RB,15,15,195,678,9,45,35,3.5,45.2,2,2020
8,9,Todd Gurley*,STL,21,RB,13,12,229,1106,10,47,71,4.8,85.1,3,2015
3,4,Todd Gurley*+,LAR,23,RB,15,15,279,1305,13,69,57,4.7,87,5,2017
3,4,Todd Gurley*+,LAR,24,RB,14,14,256,1251,17,70,36,4.9,89.4,1,2018
134,131,Tommy Bohanon,NYJ,23,RB,16,8,17,62,0,4,8,3.6,3.9,0,2013
272,265,Tommy Bohanon,NYJ,24,RB,4,2,1,3,0,1,3,3,0.8,0,2014
244,238,Tommy Bohanon,NYJ,25,RB,16,4,2,2,0,0,2,1,0.1,0,2015
170,166,Tony Brooks-James,PIT,25,RB,3,0,8,7,0,0,8,0.9,2.3,0,2019
248,241,Tony Brooks-James,ATL,26,RB,1,0,3,4,0,0,4,1.3,4,0,2020
56,56,Tony Fisher,GNB,23,RB,15,1,70,283,2,15,28,4,18.9,2,2002
82,81,Tony Fisher,GNB,24,RB,15,0,40,200,1,9,19,5,13.3,0,2003
62,61,Tony Fisher,GNB,25,RB,16,0,65,224,0,16,24,3.4,14,1,2004
64,63,Tony Fisher,GNB,26,RB,14,4,60,173,1,9,17,2.9,12.4,2,2005
175,171,Tony Fisher,STL,27,RB,8,0,6,9,0,0,4,1.5,1.1,0,2006
87,86,Tony Hollings,HOU,22,RB,14,1,38,102,0,5,17,2.7,7.3,2,2003
151,148,Tony Hollings,HOU,23,RB,7,0,11,47,0,2,13,4.3,6.7,0,2004
162,158,Tony Hunt,PHI,22,RB,8,0,10,16,1,5,4,1.6,2,0,2007
206,201,Tony Hunt,PHI,23,RB,6,2,4,9,1,2,6,2.3,1.5,1,2008
255,248,Tony Jones,NOR,23,RB,1,1,3,13,0,1,6,4.3,13,0,2020
90,89,Tony Jones,NOR,24,RB,11,4,54,142,0,7,11,2.6,12.9,0,2021
177,173,Tony Jones,2TM,25,RB,6,0,10,24,0,3,7,2.4,4,0,2022
51,51,Tony Pollard,DAL,22,RB,15,0,86,455,2,21,44,5.3,30.3,1,2019
50,50,Tony Pollard,DAL,23,RB,16,2,101,435,4,23,42,4.3,27.2,0,2020
43,43,Tony Pollard,DAL,24,RB,15,0,130,719,2,35,58,5.5,47.9,2,2021
22,23,Tony Pollard*,DAL,25,RB,16,4,193,1007,9,46,57,5.2,62.9,0,2022
309,300,Tony Taylor,DAL,23,RB,1,0,1,0,0,0,0,0,0,0,2001
132,129,Tra Carson,2TM,27,RB,3,1,18,48,0,3,12,2.7,16,0,2019
272,265,Travaris Cadet,NOR,23,RB,13,0,1,5,0,1,5,5,0.4,1,2012
158,154,Travaris Cadet,NOR,25,RB,15,1,10,32,0,1,8,3.2,2.1,2,2014
169,165,Travaris Cadet,3TM,26,RB,7,1,11,28,0,0,6,2.5,4,1,2015
207,202,Travaris Cadet,NOR,27,RB,15,1,4,19,0,1,16,4.8,1.3,0,2016
124,121,Travaris Cadet,2TM,28,RB,9,0,23,96,0,0,12,4.2,10.7,0,2017
154,150,Travaris Cadet,CAR,29,RB,1,0,11,17,0,0,5,1.5,17,0,2018
12,13,Travis Etienne,JAX,23,RB,17,12,220,1125,5,52,62,5.1,66.2,5,2022
19,20,Travis Henry,BUF,23,RB,13,12,213,729,4,39,25,3.4,56.1,5,2001
5,6,Travis Henry,BUF,25,RB,15,15,331,1356,10,77,64,4.1,90.4,7,2003
46,46,Travis Henry,BUF,26,RB,10,5,94,326,0,18,19,3.5,32.6,0,2004
51,51,Travis Henry,TEN,27,RB,10,1,88,335,0,13,29,3.8,33.5,2,2005
12,13,Travis Henry,TEN,28,RB,14,13,270,1211,7,50,70,4.5,86.5,3,2006
28,29,Travis Henry,DEN,29,RB,12,7,167,691,4,37,33,4.1,57.6,3,2007
3,4,Travis Henry*,BUF,24,RB,16,16,325,1438,13,78,34,4.4,89.9,11,2002
133,130,Travis Homer,SEA,21,RB,16,1,18,114,0,6,29,6.3,7.1,0,2019
130,127,Travis Homer,SEA,22,RB,9,0,25,88,0,2,12,3.5,9.8,0,2020
139,136,Travis Homer,SEA,23,RB,14,0,21,177,1,7,73,8.4,12.6,0,2021
141,138,Travis Homer,SEA,24,RB,10,1,19,74,0,4,16,3.9,7.4,1,2022
291,283,Travis Jervey,SFO,28,RB,8,0,1,0,0,0,0,0,0,0,2000
